,name,source_full_address,full_address,street_number,street_name,unit,city,province,provider
11641,VULCAN DAYCARE SOCIETY - OUT OF SCHOOL CARE PROGRAM,305 6 AVENUE SOUTH,305 6 Avenue South,305,6 avenue south,,VULCAN,,Province of Alberta
13749,THE MONTESSORI CHILD DEVELOPMENT CENTRE OUT OF SCHOOL CARE,10620 34 STREET,10620 34 Street,10620,34 street,,EDMONTON,,Province of Alberta
30635,K-W YMCA CHILD CARE - EDNA STAEBLER,,Nan,450,Bernay Drive,,Waterloo,ON,Province of Ontario
8834,SUMMERSIDE CHILD CARE CENTER LTD.,1109 SUMMERSIDE DRIVE,1109 Summerside Drive,1109,summerside drive,,EDMONTON,,Province of Alberta
34788,Bruderheim Daycare And OSC,4924 51st Ave Bruderheim Bruderheim AB,4924 51st ave bruderheim ,4924,51st ave bruderheim,,Bruderheim,Alberta,GoDayCare.com
17467,CREATIVE KIDS ACADEMY,3708 44TH AVENUE NE,3708 44Th Avenue Ne,3708,44th avenue ne,,CALGARY,,Province of Alberta
15923,DISCOVERYLAND PLAY AND LEARN CENTER OSC,RM 105/106 2 DEER PARK DRIVE,Rm 105/106 2 Deer Park Drive,2,deer park drive,rm 105/106,SPRUCE GROVE,,Province of Alberta
35370,William And Jacks Place,Abbeydale Crescent. Manitou MB,abbeydale crescent ,,,,Manitou,Manitoba,GoDayCare.com
37597,Aylmer Home Daycare,right Aylmer QC,right ,,,,Aylmer,Quebec,GoDayCare.com
9109,BUZZING BEE ACADEMY,20 FIR STREET,20 Fir Street,20,fir street,,SHERWOOD PARK,,Province of Alberta
18387,SOUTHVIEW CHILD CARE,3650 91 STREET,3650 91 Street,3650,91 street,,EDMONTON,,Province of Alberta
16393,PUMPKIN PATCH DAYCARE,13440 132A STREET,13440 132A Street,13440,132a street,,EDMONTON,,Province of Alberta
25459,GARDERIE PICCOLO MONDO INC.,"9385, boulevard Saint-Michel","9385, Boulevard Saint Michel",boulevard saint,michel,9385,Montréal,,Province of Quèbec
9856,SUNNYSIDE PRE-KINDERGARTEN AND OUT OF SCHOOL CARE,211 7 ST. NW,211 7 St Nw,211,7 st nw,,CALGARY,,Province of Alberta
27884,OXFORD LITTLE READERS ACADEMY - WATERLOO,,Nan,10,Fischer-Hallman Road,,Waterloo,ON,Province of Ontario
17644,PRECIOUS SPROUTS CHILDCARE CENTER,4059 ORCHARDS DRIVE SW,4059 Orchards Drive Sw,4059,orchards drive sw,,EDMONTON,,Province of Alberta
7538,WETASKIWIN OUT OF SCHOOL CARE,5109 51 STREET,5109 51 Street,5109,51 street,,WETASKIWIN,,Province of Alberta
18741,The Young Men's Christian Association of Brandon,"B - 565 34th Street Brandon, MB",b 565 34th street ,565,34th street,b,,,Province of Manitoba
37156,Dolphin Day-care,487 Montcalm Drive Peterborough ON,487 montcalm drive ,487,montcalm drive,,Peterborough,Ontario,GoDayCare.com
8544,BRIGHTPATH MCKENZIE TOWNE,97 MCKENZIE TOWNE BLVD. SE,97 Mckenzie Towne Blvd Se,97,mckenzie towne blvd se,,CALGARY,,Province of Alberta
43125,Lifeways Childcare (<36 Months),532 East 4Th St,532 East 4Th St,532,east 4th st,,North Vancouver,,Province of British Columbia
13388,DISCOVERY NEST EARLY LEARNING CENTER,704 LAUBER CRES,704 Lauber Cres,704,lauber cres,,EDMONTON,,Province of Alberta
28393,AFRYmousse,,Nan,10110,Islington Avenue,,Kleinburg,ON,Province of Ontario
8420,"DAYCARE ""KOLOBOK""",19815 45 AVENUE,19815 45 Avenue,19815,45 avenue,,EDMONTON,,Province of Alberta
7698,A.R.C.-CANDORA CAC,3006 119 AVENUE,3006 119 Avenue,3006,119 avenue,,EDMONTON,,Province of Alberta
43559,Kid's World Out Of School Care,7505 Arbutus,7505 Arbutus,7505,arbutus,,Vancouver,,Province of British Columbia
14537,YMCA RIVER HEIGHTS BEFORE AND AFTER SCHOOL PROGRAM,301 - 6 AVE SW,301 6 Ave Sw,301,6 ave sw,,MEDICINE HAT,,Province of Alberta
22220,GARDERIE ÉDUCATIVE LES LUTINS DE LÉGER INC.,"6564, boulevard Léger","6564, Boulevard Léger",6564,boulevard léger,,Montréal-Nord,,Province of Quèbec
14540,SUNNY VIEW OUT OF SCHOOL CARE,1023 POTTER GREENS DRIVE,1023 Potter Greens Drive,1023,potter greens drive,,EDMONTON,,Province of Alberta
27908,Henderson Child Care Centre,,Nan,180,Henderson Boulevard,,Kingston,ON,Province of Ontario
43900,Small Steps Early Learning Centre,"Box 1417, Outlook, SK, S0L 2N0",,,,,,,Province of Saskatchewan
644,Halte de l'tincelle,70 rue De L'glise Sainte-Marie-Saint-Raphal E8T 1N8 (506) 344-3022,"70 Rue De L'Glise Sainte Marie Saint Raphal   344 3022NB, Canada",,,,,,Province of New Brunswick
39850,Green Pines Childcare,7716 18Th Ave,7716 18Th Ave,7716,18th ave,,Burnaby,,Province of British Columbia
1636,CHILD ENRICHMENT CENTRE DAY CARE,3415 8 AVE SW,3415 8 Ave Sw,3415,8 ave sw,,CALGARY,,Province of Alberta
26456,GARDERIE LA COURTE ÉCHELLE INC.,"286, avenue du Collège","286, Avenue Du Collège",286,avenue du collège,,Sainte-Marie,,Province of Quèbec
31368,Montessori School of Milton - Bronte Campus,,Nan,336,Bronte Street,,Milton,ON,Province of Ontario
15315,CASTOR CHILD CARE CENTRE - BUSY BEAVER DAY CARE,5204 - 52ND AVE,5204 52Nd Ave,5204,52nd ave,,CASTOR,,Province of Alberta
21729,GARDERIE BLANCHE NEIGE INC.,"6725, boulevard Pie-IX","6725, Boulevard Pie Ix",6725,boulevard pie ix,,Montréal,,Province of Quèbec
32882,Trenton MFRC Daycare Best Start Program (St. Mary School),,Nan,85,Campbell Street,,Trenton,ON,Province of Ontario
21306,CENTRE DE LA PETITE ENFANCE POIL DE PELUCHE,"378, rue des Érables","378, Rue Des Érables",378,rue des érables,,Weedon,,Province of Quèbec
34446,"YMCA School Age, Pine River",,Nan,45,Brian Avenue,,Angus,ON,Province of Ontario
28440,Bright Child Montessori,,Nan,236,Cherrylawn Crescent,,Amherstburg,ON,Province of Ontario
6106,LES P'TITS TRESORS - PRE-MATERNELLE,"803 - 4 AVENUE, WEST",803 4 Avenue West,803,4 avenue west,,BROOKS,,Province of Alberta
37880,Chateau Des Petites Fleurs,1908 Legault Varennes QC,1908 legault ,1908,legault,,Varennes,Quebec,GoDayCare.com
30403,KINDERTOTS CHILD CARE CENTRE,,Nan,204-206,Harwood Avenue,,Ajax,ON,Province of Ontario
27380,GARDERIE LE PETIT COCHON ROSE,"225, rue Saint-Joseph","225, Rue Saint Joseph",225,rue saint joseph,,Mont-Saint-Grégoire,,Province of Quèbec
44277,Kipling Kidcare Co-operative Ltd. Site 1,"512 1st Street, Box 771, Kipling, SK, S0G 2S0",512 1st street  ,512,1st street,,,,Province of Saskatchewan
22509,GARDERIE K.I.D.S. WESTMOUNT II,"4795, rue Sainte-Catherine Ouest, bureau 100","4795, Rue Sainte Catherine Ouest, Bureau 100",rue sainte catherine ouest,bureau 100,4795,Westmount,,Province of Quèbec
30621,KCHC School Readiness Katarokwi Learning Centre,,Nan,38,Cowdy Street,,KINGSTON,ON,Province of Ontario
30059,Growing Together at Maycourt,,Nan,275,McNaughton Avenue,,Chatham,ON,Province of Ontario
1995,ADVENTURERS SCHOOL AGE CARE LTD. MSGR N. ANDERSON,327 SANDARAC DRIVE NW,327 Sandarac Drive Nw,327,sandarac drive nw,,CALGARY,,Province of Alberta
31210,Marathon Children and Family Centre,,Nan,21,Chisholm Trail,,Marathon,ON,Province of Ontario
25694,ÉCOLE PASTEUR S.S.B.L.,"12525, rue Lachapelle","12525, Rue Lachapelle",12525,rue lachapelle,,Montréal,,Province of Quèbec
42044,The Village @ Lord Nelson,1355 Garden Dr,1355 Garden Dr,1355,garden dr,,Vancouver,,Province of British Columbia
27084,CPE BOBINO DE MELOCHEVILLE,"54, rue Bourcier","54, Rue Bourcier",54,rue bourcier,,Beauharnois,,Province of Quèbec
34471,"YMCA of Simcoe/Muskoka - YMCA School Age, Victory",,Nan,15,Forest Street,,Parry Sound,ON,Province of Ontario
32631,SOMBRA TOWNSHIP CHILD CARE - SACRED HEART SITE,,Nan,434,John Street,,Port Lambton,ON,Province of Ontario
21096,SERVICE DE GARDE BERRILAND / ROYALE,"1071, avenue Royale","1071, Avenue Royale",1071,avenue royale,,Québec,,Province of Quèbec
19343,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
6719,FUTURE SCHOLARS OUT OF SCHOOL CARE,8030 118 AVENUE,8030 118 Avenue,8030,118 avenue,,EDMONTON,,Province of Alberta
30569,Kids Zone Daycare Inc.,,Nan,123,Glendale Avenue,,Toronto,ON,Province of Ontario
12023,KIDS U MCKNIGHT,"20, 5220 - 4 ST. NE",20 5220 4 St Ne,5220,4 st ne,20,CALGARY,,Province of Alberta
15882,LAKEWOOD CHILDCARE CENTRE,1526 LAKEWOOD ROAD WEST,1526 Lakewood Road West,1526,lakewood road west,,EDMONTON,,Province of Alberta
2592,NINY'S DAYCARE AND AFTER SCHOOL CARE #2,16202 100 AVENUE,16202 100 Avenue,16202,100 avenue,,EDMONTON,,Province of Alberta
12018,KIDS U MCKNIGHT,"20, 5220 - 4 ST. NE",20 5220 4 St Ne,5220,4 st ne,20,CALGARY,,Province of Alberta
31708,Oriole Nursery School,,Nan,1570,Yonge Street,,Toronto,ON,Province of Ontario
37439,1.2..me...Daycare,Ethel Street Vanier ON,ethel street ,,,,Vanier,Ontario,GoDayCare.com
4495,LAC LA BICHE LITTLE SPROUTS OSC,10309-102 AVE,10309 102 Ave,10309,102 ave,,LAC LA BICHE,,Province of Alberta
27240,GARDERIE EDUCATIVE LA MAISON DES ENFANTS,"301-277, boulevard Churchill","301 277, Boulevard Churchill",301,277 boulevard churchill,,Greenfield Park,,Province of Quèbec
8362,CHAPPELLE DAYCARE,410 CHAPPELLE DRIVE SW,410 Chappelle Drive Sw,410,chappelle drive sw,,EDMONTON,,Province of Alberta
5983,KIDS & COMPANY - BLACKMUD CREEK DAY CARE,103 1006 103A STREET,103 1006 103A Street,103 1006,103a street,,EDMONTON,,Province of Alberta
37589,Centre LâÄôArc-en-ciel,140 chemin DeBlois Tignish PE,140 chemin deblois ,140,chemin deblois,,Tignish,Prince Edward Island,GoDayCare.com
10048,MONTESSORI BILINGUAL ACADEMY,13/14/15 16629 83 AVENUE,13/14/15 16629 83 Avenue,13/14/15,16629 83 avenue,,EDMONTON,,Province of Alberta
41219,Happy Trails Child Care,9604 Barnes Pl,9604 Barnes Pl,9604,barnes pl,,Sidney,,Province of British Columbia
20442,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
25737,GARDERIE ÉDUCATIVE JARDIN ROSE ET LIS INC.,"3815, boulevard Henri-Bourassa Est","3815, Boulevard Henri Bourassa Est",3815,boulevard henri bourassa est,,Montréal-Nord,,Province of Quèbec
41071,Sweetpeas Child Care,581A 11Th Ave,581A 11Th Ave,581a,11th ave,,Campbell River,,Province of British Columbia
22154,POMME DE REINETTE,"775, rue Bonsecours 1er étage","775, Rue Bonsecours 1Er Étage",rue bonsecours,1er étage,775,Montréal,,Province of Quèbec
31006,JEAN VANIER CHILDREN'S CENTRE,,Nan,1019,Viscount Road,,London,ON,Province of Ontario
23468,C.P.E. LA PUCE À L'OREILLE,"75, rue de la Gare","75, Rue De La Gare",75,rue de la gare,,Saint-André-d'Argenteuil,,Province of Quèbec
32081,Play Laugh Learn Child Care Centre,,Nan,9,Borealis Avenue,,Aurora,ON,Province of Ontario
2390,GREENFIELD (SVEND HANSEN) SCHOOL AGE PROGRAM,2130 16 AVENUE NW,2130 16 Avenue Nw,2130,16 avenue nw,,EDMONTON,,Province of Alberta
43414,Lil' Foot Childcare,1642 Springhaven Plc,1642 Springhaven Plc,1642,springhaven plc,,Kamloops,,Province of British Columbia
16500,EVERGREEN - SHAWNEE DAYCARE LTD,1436 JAMES MCKEVITT ROAD SW,1436 James Mckevitt Road Sw,1436,james mckevitt road sw,,CALGARY,,Province of Alberta
23520,GARDERIE ÉDUCATIVE LES PETITS VOYAGEURS DU NORD INC.,"945, boulevard Grignon","945, Boulevard Grignon",945,boulevard grignon,,Saint-Jérôme,,Province of Quèbec
39869,Little Star Bugs Daycare,4931 Telqua Dr,4931 Telqua Dr,4931,telqua dr,,108 Mile Ranch,,Province of British Columbia
4098,PREMATERNELLE MANON/GARDERIE,8505 68A STREET,8505 68A Street,8505,68a street,,EDMONTON,,Province of Alberta
3769,TINY HOPPERS SUMMERSIDE,2359 90B STREET SW,2359 90B Street Sw,2359,90b street sw,,EDMONTON,,Province of Alberta
18006,TOPP KIDS OUT OF SCHOOL CLUB - MCKENZIE LAKE SCHOOL,16210 MCKENZIE LAKE WAY SE,16210 Mckenzie Lake Way Se,16210,mckenzie lake way se,,CALGARY,,Province of Alberta
33517,Morningside Children's Centre (Op: Victoria Village) - 292 Morningside Avenue,,Nan,292,Morningside Avenue,,Toronto,ON,Province of Ontario
5404,BRIGHTPATH MARLBOROUGH,4603 MARBANK DRIVE NE,4603 Marbank Drive Ne,4603,marbank drive ne,,CALGARY,,Province of Alberta
13426,WHERE IT'S AT COUNTRY DAYCARE,53113- RANGE ROAD 222,53113 Range Road 222,range road,222,53113,ARDROSSAN,,Province of Alberta
20424,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
37696,Centre D'Ãâveil Devenir Grand,36 rue de LotbiniÃ¨re Gatineau QC,36 rue de lotbiniã¨re ,36,rue de lotbiniã¨re,,Gatineau,Quebec,GoDayCare.com
31495,Saga-Da 'Agaas Obigi 'Asogameg Aboriginal Head Start,,Nan,,Naotkamegwanning FN,,Pawitik,ON,Province of Ontario
35628,Tide Head Wee Care Day Care,293 Alford Drive Tide Head NB,293 alford drive ,293,alford drive,,Tide Head,New Brunswick,GoDayCare.com
7472,BRENTWOOD CHILDCARE CENTER,UNIT 130- 3830 BRENTWOOD RD NW,Unit 130 3830 Brentwood Rd Nw,3830,brentwood rd nw,unit 130,CALGARY,,Province of Alberta
9350,BGC OF STRATHCONA COUNTY - MADONNA SCHOOL,15 MAIN BLVD,15 Main Blvd,15,main blvd,,SHERWOOD PARK,,Province of Alberta
40455,Chipmunk Achievers Preschool,20025 91A Avenue,20025 91A Avenue,20025,91a avenue,,Langley,,Province of British Columbia
26357,CENTRE DE LA PETITE ENFANCE PETIT TAMBOUR,"2272, rue Alphonse-Ouellet","2272, Rue Alphonse Ouellet",2272,rue alphonse ouellet,,Lévis,,Province of Quèbec
23307,CENTRE DE LA PETITE ENFANCE LA TOUPIE,"1910, rue de Plaisance","1910, Rue De Plaisance",1910,rue de plaisance,,Terrebonne,,Province of Quèbec
26666,JOUER C'EST APPRENDRE,"74, boulevard de la Concorde Est","74, Boulevard De La Concorde Est",74,boulevard de la concorde est,,Laval,,Province of Quèbec
33978,Sir Samuel B Steele YMCA Child Care (YMCA),,Nan,131,Huntsmill Boulevard,,Toronto,ON,Province of Ontario
43057,Twins Fun Time Family Child Care,4774 Joyce St,4774 Joyce St,4774,joyce st,,Vancouver,,Province of British Columbia
6601,P.L.A.Y. COMMUNITY CHILD DEVELOPMENT CENTRE,1227 KENSINGTON CLOSE NW,1227 Kensington Close Nw,1227,kensington close nw,,CALGARY,,Province of Alberta
23221,CENTRE DE LA PETITE ENFANCE TIRELOU (INSTALLATION 1),"3859, rue Queen","3859, Rue Queen",3859,rue queen,,Rawdon,,Province of Quèbec
39595,Glenrosa YMCA Preschool & Out Of School Care,3430 Webber Rd,3430 Webber Rd,3430,webber rd,,West Kelowna,,Province of British Columbia
17646,BON ACCORD OUT OF SCHOOL CARE PROGRAM,4751 51 STREET,4751 51 Street,4751,51 street,,BON ACCORD,,Province of Alberta
6362,UNIVERSITY KID'S CAMPUS DAYCARE LTD,4401 UNIVERSITY DRIVE,4401 University Drive,4401,university drive,,LETHBRIDGE,,Province of Alberta
38862,Meadowood Munchkins F.C.C.,1915 Pierce Way,1915 Pierce Way,1915,pierce way,,Qualicum Beach,,Province of British Columbia
3726,LITTLE TREASURES INC.,"250, 639 - 5 AVENUE SW",250 639 5 Avenue Sw,250,639 5 avenue sw,,CALGARY,,Province of Alberta
14326,SEDGEWICK PLAYSCHOOL,SEDGEWICK RECREATION CENTER,Sedgewick Recreation Center,,,,SEDGEWICK,,Province of Alberta
9519,BRIGHT ADVENTURES DAYCARE LTD.,"#14, 30 COUNTRY HILLS LANDING NW",#14 30 Country Hills Landing Nw,30,country hills landing nw,#14,CALGARY,,Province of Alberta
18953,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
19078,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
10773,GREENFIELD (SVEND HANSEN) SCHOOL AGE PROGRAM,2130 16 AVENUE NW,2130 16 Avenue Nw,2130,16 avenue nw,,EDMONTON,,Province of Alberta
5825,KIDS & COMPANY - TAMARACK,BUILDING C NORTH,Building C North,,,,EDMONTON,,Province of Alberta
36931,Bizzy Minds Child Care,Harry Blaylock Drive Markham ON,harry blaylock drive ,,,,Markham,Ontario,GoDayCare.com
11915,CENTRE D'EXPERIENCE PRESCOLAIRE ET PARASCOLAIRE DE CANMORE,3100 B STEWART CREEK DR SUITE 001,3100 B Stewart Creek Dr Suite 001,stewart creek dr,suite 001,3100 b,CANMORE,,Province of Alberta
38392,East Hants Family,248 HIGHWAY 2 HWY.,248 Highway 2 Hwy,248,highway 2 hwy,,ENFIELD,,Province of Nova Scotia
30783,Latchkey Day Care & Learning Centre - St. Andr√©,,Nan,13765,St. Gregory Road,,Tecumseh,ON,Province of Ontario
9639,ELSIE YANIK OUT OF SCHOOL CARE,311 CALLEN DRIVE,311 Callen Drive,311,callen drive,,FORT MCMURRAY,,Province of Alberta
9346,LITTLE GOLDEN OUT OF SCHOOL CARE,11007/11015 107 AVENUE,11007/11015 107 Avenue,11007/11015,107 avenue,,EDMONTON,,Province of Alberta
43334,Kolumbia Inn Daycare,236 Ross Dr,236 Ross Dr,236,ross dr,,New Westminster,,Province of British Columbia
20121,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
43091,Possibilities Preschool,2242 Shannon Ridge Dr,2242 Shannon Ridge Dr,2242,shannon ridge dr,,Westbank,,Province of British Columbia
10797,R.Q.B CHILD CENTRE INC. (OUT OF SCHOOL CARE),218-26500 HIGHWAY 44,218 26500 Highway 44,218,26500 highway 44,,STURGEON COUNTY,,Province of Alberta
17821,KIDS & COMPANY - ROYAL OAK,"7243, 8650 - 112 AVENUE NW",7243 8650 112 Avenue Nw,,,,CALGARY,,Province of Alberta
3511,STEPPING STONES OUT OF SCHOOL PROGRAM,5402 48 STREET,5402 48 Street,5402,48 street,,CONSORT,,Province of Alberta
43697,Duncan Christian School Early Learning Program,495 Beech Ave,495 Beech Ave,495,beech ave,,Duncan,,Province of British Columbia
28309,Among Friends Day Care - St. Marks Child Care Centre,,Nan,333,Glad Park Drive,,Stouffville,ON,Province of Ontario
22874,LA PETITE ÉCOLE ANGLAISE,"94, rue de Saint-Rédempteur","94, Rue De Saint Rédempteur",rue de saint,rédempteur,94,Lévis,,Province of Quèbec
25888,GARDERIE MONTESSORI SAINT-LAURENT,"760, rue Saint-Germain, bureau 101","760, Rue Saint Germain, Bureau 101",rue saint germain,bureau 101,760,Saint-Laurent,,Province of Quèbec
16993,RVS KIDS CLUB,3127 BOWWOOD DRIVE NW,3127 Bowwood Drive Nw,3127,bowwood drive nw,,CALGARY,,Province of Alberta
3233,ANGEL KEEPERS OUT OF SCHOOL CARE,12839 50 STREET,12839 50 Street,12839,50 street,,EDMONTON,,Province of Alberta
11354,KLARVATTEN PLAZA DAYCARE,16717 84 STREET,16717 84 Street,16717,84 street,,EDMONTON,,Province of Alberta
4218,SOUTHFORK CHILDCARE,"102 SOUTHFORK DR, UNIT 102",102 Southfork Dr Unit 102,southfork dr,unit 102,102,LEDUC,,Province of Alberta
28476,Beautiful Minds Montessori,,Nan,596020,Second Line,,Mulmur,ON,Province of Ontario
40459,Tenth Avenue Alliance Wee Care Day Care Centre,11 West 10Th Avenue Att: Wee Care Day Care,11 West 10Th Avenue Att: Wee Care Day Care,west 10th avenue att,wee care day care,11,Vancouver,,Province of British Columbia
2656,SANDSTONE CHILD LEARNING CENTRE,3 SANDSTONE DR. NW,3 Sandstone Dr Nw,3,sandstone dr nw,,CALGARY,,Province of Alberta
5541,SUMMIT START - CHESTERMERE,201 - 100 RAINBOW ROAD,201 100 Rainbow Road,201 100,rainbow road,,CHESTERMERE,,Province of Alberta
30225,Hilltop Day Care Centre Inc.,,Nan,160,North Bonnington Avenue,,Toronto,ON,Province of Ontario
30316,Jamesville Children's Centre,,Nan,252,James Street,,Hamilton,ON,Province of Ontario
10349,FUN 4 KIDZ DAYCARE,8048 167 AVENUE,8048 167 Avenue,8048,167 avenue,,EDMONTON,,Province of Alberta
39115,Burnaby Rainbow Preschool Association,4781 Parkwood Ave,4781 Parkwood Ave,4781,parkwood ave,,Burnaby,,Province of British Columbia
43464,Watson Road Licensed Care,475 Yates Rd,475 Yates Rd,475,yates rd,,Kelowna,,Province of British Columbia
39263,Superior Family Child Care,2003 10 Ave E,2003 10 Ave E,2003,10 ave e,,Vancouver,,Province of British Columbia
12638,VILLAGE LANDING OSC,UNIT 470-140 ST. ALBERT TRAIL,Unit 470 140 St Albert Trail,140,st albert trail,unit 470,ST. ALBERT,,Province of Alberta
156,Wonder Years Day Home,none,None,,,,Yellowknife,,Northwest Territories
33453,Upper Canada Creative Child Care Centres - Unionville Day Care Centre,,Nan,4171,Highway #7,,Unionville,ON,Province of Ontario
25920,CENTRE DE LA PETITE ENFANCE CLARA,"5255, rue des Galets","5255, Rue Des Galets",5255,rue des galets,,Saint-Léonard,,Province of Quèbec
29136,Thousand Island Day Care Centre,,Nan,400,Stone Street,,Gananoque,ON,Province of Ontario
4576,COMMUNITY T.I.E.S DAYCARE,1013 ABERDEEN STREET,1013 Aberdeen Street,1013,aberdeen street,,PENHOLD,,Province of Alberta
9389,WILLOWBRAE ACADEMY EVANSTON,3205 - 2045 SYMONS VALLEY,3205 2045 Symons Valley,2045,symons valley,3205,CALGARY,,Province of Alberta
14095,LA PETITE ACADEMY CHILDCARE CENTRE,8806 92 ST NW,8806 92 St Nw,8806,92 st nw,,EDMONTON,,Province of Alberta
16087,ST. FRANCIS WOMEN'S LINC PROGRAM,"2ND FLOOR, 6614 129 AVE",2Nd Floor 6614 129 Ave,6614,129 ave,2nd floor,EDMONTON,,Province of Alberta
32454,Ernie Boccia Creative Child Day Care (Rasheda Alli),,Nan,1,Northwestern Avenue,,Toronto,ON,Province of Ontario
8562,HAWKWOOD CHILDCARE CENTRE LIMITED,"UNIT #23A, 555 HAWKWOOD BLVD. N.W.",Unit #23A 555 Hawkwood Blvd Nw,555,hawkwood blvd nw,unit #23a,CALGARY,,Province of Alberta
36973,5 SMILES HOME DAYCARE,ANGEL STONE DR Mississauga ON,angel stone dr ,,,,Mississauga,Ontario,GoDayCare.com
22213,GARDERIE NOTRE-DAME DE LOURDES,"11033, boulevard Ste-Gertrude","11033, Boulevard Ste Gertrude",boulevard ste,gertrude,11033,Montréal-Nord,,Province of Quèbec
22842,GARDERIE L'ODYSSÉE DU PAPILLON LÉVIS INC.,"691, route du Président-Kennedy","691, Route Du Président Kennedy",691,route du président kennedy,,Lévis,,Province of Quèbec
9302,DELTON OUT OF SCHOOL CARE,12126 90 STREET,12126 90 Street,12126,90 street,,EDMONTON,,Province of Alberta
