,source_full_address,full_address,street_number,street_name,unit,rearranged,rearranged_parsed
24369,2626 Tweedsmuir Ave,2626 Tweedsmuir Ave,2626,tweedsmuir ave,,2626 Tweedsmuir Ave,"[('2626', 'house_number'), ('tweedsmuir ave', 'road')]"
24370,2 - 1001 Royal Ave,2 1001 Royal Ave,2 1001,royal ave,,2 1001 Royal Ave,"[('2 1001', 'house_number'), ('royal ave', 'road')]"
24371,2580 Stanley St,2580 Stanley St,2580,stanley st,,2580 Stanley St,"[('2580', 'house_number'), ('stanley st', 'road')]"
24372,220 4751 Garden City Road,220 4751 Garden City Road,220 4751,garden city road,,220 4751 Garden City Road,"[('220 4751', 'house_number'), ('garden city road', 'road')]"
24373,2345 Mission Rd,2345 Mission Rd,2345,mission rd,,2345 Mission Rd,"[('2345', 'house_number'), ('mission rd', 'road')]"
24374,4849 Irmin St,4849 Irmin St,4849,irmin st,,4849 Irmin St,"[('4849', 'house_number'), ('irmin st', 'road')]"
24375,5575 West Saanich Road,5575 West Saanich Road,5575,west saanich road,,5575 West Saanich Road,"[('5575', 'house_number'), ('west saanich road', 'road')]"
24376,565 50Th Ave E,565 50Th Ave E,565,50th ave e,,565 50Th Ave E,"[('565', 'house_number'), ('50th ave e', 'road')]"
24377,10031 240Th St,10031 240Th St,10031,240th st,,10031 240Th St,"[('10031', 'house_number'), ('240th st', 'road')]"
24378,11414 Lakewood Rd,11414 Lakewood Rd,11414,lakewood rd,,11414 Lakewood Rd,"[('11414', 'house_number'), ('lakewood rd', 'road')]"
24379,11451 90 Ave,11451 90 Ave,11451,90 ave,,11451 90 Ave,"[('11451', 'house_number'), ('90 ave', 'road')]"
24380,2650 Bronte Drive,2650 Bronte Drive,2650,bronte drive,,2650 Bronte Drive,"[('2650', 'house_number'), ('bronte drive', 'road')]"
24381,20110 Ospring St,20110 Ospring St,20110,ospring st,,20110 Ospring St,"[('20110', 'house_number'), ('ospring st', 'road')]"
24382,4800 Bellevue Dr,4800 Bellevue Dr,4800,bellevue dr,,4800 Bellevue Dr,"[('4800', 'house_number'), ('bellevue dr', 'road')]"
24383,1052 61St Ave E,1052 61St Ave E,1052,61st ave e,,1052 61St Ave E,"[('1052', 'house_number'), ('61st ave e', 'road')]"
24384,1221 Hudson Road,1221 Hudson Road,1221,hudson road,,1221 Hudson Road,"[('1221', 'house_number'), ('hudson road', 'road')]"
24385,2250 Bolt Ave,2250 Bolt Ave,2250,bolt ave,,2250 Bolt Ave,"[('2250', 'house_number'), ('bolt ave', 'road')]"
24386,4020 Trafalgar Street,4020 Trafalgar Street,4020,trafalgar street,,4020 Trafalgar Street,"[('4020', 'house_number'), ('trafalgar street', 'road')]"
24387,6197 136Th St,6197 136Th St,6197,136th st,,6197 136Th St,"[('6197', 'house_number'), ('136th st', 'road')]"
24388,13590 62Nd Ave,13590 62Nd Ave,13590,62nd ave,,13590 62Nd Ave,"[('13590', 'house_number'), ('62nd ave', 'road')]"
24389,2612 Sooke Rd,2612 Sooke Rd,2612,sooke rd,,2612 Sooke Rd,"[('2612', 'house_number'), ('sooke rd', 'road')]"
24390,2048 1St Ave E,2048 1St Ave E,2048,1st ave e,,2048 1St Ave E,"[('2048', 'house_number'), ('1st ave e', 'road')]"
24391,2172 Stirling Cres,2172 Stirling Cres,2172,stirling cres,,2172 Stirling Cres,"[('2172', 'house_number'), ('stirling cres', 'road')]"
24392,15138 Prospect Ave,15138 Prospect Ave,15138,prospect ave,,15138 Prospect Ave,"[('15138', 'house_number'), ('prospect ave', 'road')]"
24393,17575 58A Ave,17575 58A Ave,17575,58a ave,,17575 58A Ave,"[('17575', 'house_number'), ('58a ave', 'road')]"
24394,2633 Vanier Drive,2633 Vanier Drive,2633,vanier drive,,2633 Vanier Drive,"[('2633', 'house_number'), ('vanier drive', 'road')]"
24395,450 Blue Mountain St,450 Blue Mountain St,450,blue mountain st,,450 Blue Mountain St,"[('450', 'house_number'), ('blue mountain st', 'road')]"
24396,9838 Cameron St,9838 Cameron St,9838,cameron st,,9838 Cameron St,"[('9838', 'house_number'), ('cameron st', 'road')]"
24397,7051 Killarney St,7051 Killarney St,7051,killarney st,,7051 Killarney St,"[('7051', 'house_number'), ('killarney st', 'road')]"
24398,5724 Janis St,5724 Janis St,5724,janis st,,5724 Janis St,"[('5724', 'house_number'), ('janis st', 'road')]"
24399,9435 Young Rd,9435 Young Rd,9435,young rd,,9435 Young Rd,"[('9435', 'house_number'), ('young rd', 'road')]"
24400,49 7411 12 Ave,49 7411 12 Ave,49,7411 12 ave,,49 7411 12 Ave,"[('49', 'house_number'), ('7411 12 ave', 'road')]"
24401,7888 200 St,7888 200 St,7888,200 st,,7888 200 St,"[('7888', 'house_number'), ('200 st', 'road')]"
24402,30887 Maclure Rd,30887 Maclure Rd,30887,maclure rd,,30887 Maclure Rd,"[('30887', 'house_number'), ('maclure rd', 'road')]"
24403,Adanac Housing Development 19 - 3550 Adanac St,Adanac Housing Development 19 3550 Adanac St,3550,adanac st,adanac housing development 19,Adanac Housing Development 19 3550 Adanac St,"[('adanac housing development 19', 'house'), ('3550', 'house_number'), ('adanac st', 'road')]"
24404,9336 119A St,9336 119A St,9336,119a st,,9336 119A St,"[('9336', 'house_number'), ('119a st', 'road')]"
24405,1295 Sowden St,1295 Sowden St,1295,sowden st,,1295 Sowden St,"[('1295', 'house_number'), ('sowden st', 'road')]"
24406,1705 Bay Ave,1705 Bay Ave,1705,bay ave,,1705 Bay Ave,"[('1705', 'house_number'), ('bay ave', 'road')]"
24407,9105 Peach Orchard Rd,9105 Peach Orchard Rd,9105,peach orchard rd,,9105 Peach Orchard Rd,"[('9105', 'house_number'), ('peach orchard rd', 'road')]"
24408,10091 Gower St,10091 Gower St,10091,gower st,,10091 Gower St,"[('10091', 'house_number'), ('gower st', 'road')]"
24409,216-1267 Marinaside Cres,216 1267 Marinaside Cres,1267,marinaside cres,216,216 1267 Marinaside Cres,"[('216', 'house_number'), ('1267', 'postcode'), ('marinaside cres', 'road')]"
24410,8886 118 St,8886 118 St,8886,118 st,,8886 118 St,"[('8886', 'house_number'), ('118 st', 'road')]"
24411,6890 Pleasant Valley Rd,6890 Pleasant Valley Rd,6890,pleasant valley rd,,6890 Pleasant Valley Rd,"[('6890', 'house_number'), ('pleasant valley rd', 'road')]"
24412,6088 Sperling Ave,6088 Sperling Ave,6088,sperling ave,,6088 Sperling Ave,"[('6088', 'house_number'), ('sperling ave', 'road')]"
24413,3667 William St,3667 William St,3667,william st,,3667 William St,"[('3667', 'house_number'), ('william st', 'road')]"
24414,2753 16Th Ave W,2753 16Th Ave W,2753,16th ave w,,2753 16Th Ave W,"[('2753', 'house_number'), ('16th ave w', 'road')]"
24415,1018 Coronation Ave,1018 Coronation Ave,1018,coronation ave,,1018 Coronation Ave,"[('1018', 'house_number'), ('coronation ave', 'road')]"
24416,2546 Quay Pl,2546 Quay Pl,2546,quay pl,,2546 Quay Pl,"[('2546', 'house_number'), ('quay pl', 'road')]"
24417,215 18Th Ave E,215 18Th Ave E,215,18th ave e,,215 18Th Ave E,"[('215', 'house_number'), ('18th ave e', 'road')]"
24418,22935 Fraser Hwy,22935 Fraser Hwy,22935,fraser hwy,,22935 Fraser Hwy,"[('22935', 'house_number'), ('fraser hwy', 'road')]"
24419,948 Dunford Ave,948 Dunford Ave,948,dunford ave,,948 Dunford Ave,"[('948', 'house_number'), ('dunford ave', 'road')]"
24420,680 Abbot,680 Abbot,680,abbot,,680 Abbot,"[('680', 'house_number'), ('abbot', 'road')]"
24421,680 Abbott,680 Abbott,680,abbott,,680 Abbott,"[('680', 'house_number'), ('abbott', 'road')]"
24422,4409 Gertrude Street,4409 Gertrude Street,4409,gertrude street,,4409 Gertrude Street,"[('4409', 'house_number'), ('gertrude street', 'road')]"
24423,5241 Miller Rd,5241 Miller Rd,5241,miller rd,,5241 Miller Rd,"[('5241', 'house_number'), ('miller rd', 'road')]"
24424,11960 Montego St,11960 Montego St,11960,montego st,,11960 Montego St,"[('11960', 'house_number'), ('montego st', 'road')]"
24425,1 Kingsway,1 Kingsway,1,kingsway,,1 Kingsway,"[('1', 'house_number'), ('kingsway', 'road')]"
24426,1 Kingsway,1 Kingsway,1,kingsway,,1 Kingsway,"[('1', 'house_number'), ('kingsway', 'road')]"
24427,2590 Portree Way,2590 Portree Way,2590,portree way,,2590 Portree Way,"[('2590', 'house_number'), ('portree way', 'road')]"
24428,1040 Marwood Ave,1040 Marwood Ave,1040,marwood ave,,1040 Marwood Ave,"[('1040', 'house_number'), ('marwood ave', 'road')]"
24429,530 East 12Th Street,530 East 12Th Street,530,east 12th street,,530 East 12Th Street,"[('530', 'house_number'), ('east 12th street', 'road')]"
24430,6220 184Th St,6220 184Th St,6220,184th st,,6220 184Th St,"[('6220', 'house_number'), ('184th st', 'road')]"
24431,4335 Blackcomb Way,4335 Blackcomb Way,4335,blackcomb way,,4335 Blackcomb Way,"[('4335', 'house_number'), ('blackcomb way', 'road')]"
24432,3965 Myers Frontage Road,3965 Myers Frontage Road,3965,myers frontage road,,3965 Myers Frontage Road,"[('3965', 'house_number'), ('myers frontage road', 'road')]"
24433,4866 Fraser St,4866 Fraser St,4866,fraser st,,4866 Fraser St,"[('4866', 'house_number'), ('fraser st', 'road')]"
24434,14924 88A Ave,14924 88A Ave,14924,88a ave,,14924 88A Ave,"[('14924', 'house_number'), ('88a ave', 'road')]"
24435,570 21St St W,570 21St St W,570,21st st w,,570 21St St W,"[('570', 'house_number'), ('21st st w', 'road')]"
24436,8631 St. Albans Rd,8631 St Albans Rd,8631,st albans rd,,8631 St Albans Rd,"[('8631', 'house_number'), ('st albans rd', 'road')]"
24437,9465 156 St,9465 156 St,9465,156 st,,9465 156 St,"[('9465', 'house_number'), ('156 st', 'road')]"
24438,8703 Lakeview Drive,8703 Lakeview Drive,8703,lakeview drive,,8703 Lakeview Drive,"[('8703', 'house_number'), ('lakeview drive', 'road')]"
24439,7360 Bridge St,7360 Bridge St,7360,bridge st,,7360 Bridge St,"[('7360', 'house_number'), ('bridge st', 'road')]"
24440,100 Ouwatin Rd,100 Ouwatin Rd,100,ouwatin rd,,100 Ouwatin Rd,"[('100', 'house_number'), ('ouwatin rd', 'road')]"
24441,6878 142Nd St,6878 142Nd St,6878,142nd st,,6878 142Nd St,"[('6878', 'house_number'), ('142nd st', 'road')]"
24442,18389 68 Ave,18389 68 Ave,18389,68 ave,,18389 68 Ave,"[('18389', 'house_number'), ('68 ave', 'road')]"
24443,1763 Pitt River Rd,1763 Pitt River Rd,1763,pitt river rd,,1763 Pitt River Rd,"[('1763', 'house_number'), ('pitt river rd', 'road')]"
24444,Gordon House Childcare 2104 Gordon Avenue,Gordon House Childcare 2104 Gordon Avenue,2104,gordon avenue,gordon house childcare,Gordon House Childcare 2104 Gordon Avenue,"[('gordon house childcare', 'house'), ('2104', 'house_number'), ('gordon avenue', 'road')]"
24445,2104 Gordon Ave,2104 Gordon Ave,2104,gordon ave,,2104 Gordon Ave,"[('2104', 'house_number'), ('gordon ave', 'road')]"
24446,3883 Rumble St,3883 Rumble St,3883,rumble st,,3883 Rumble St,"[('3883', 'house_number'), ('rumble st', 'road')]"
24447,7888 200 St,7888 200 St,7888,200 st,,7888 200 St,"[('7888', 'house_number'), ('200 st', 'road')]"
24448,15300 Croydon Dr,15300 Croydon Dr,15300,croydon dr,,15300 Croydon Dr,"[('15300', 'house_number'), ('croydon dr', 'road')]"
24449,495 Beech Ave,495 Beech Ave,495,beech ave,,495 Beech Ave,"[('495', 'house_number'), ('beech ave', 'road')]"
24450,13047 24 Ave,13047 24 Ave,13047,24 ave,,13047 24 Ave,"[('13047', 'house_number'), ('24 ave', 'road')]"
24451,7626 122Nd St,7626 122Nd St,7626,122nd st,,7626 122Nd St,"[('7626', 'house_number'), ('122nd st', 'road')]"
24452,16390 82 Ave,16390 82 Ave,16390,82 ave,,16390 82 Ave,"[('16390', 'house_number'), ('82 ave', 'road')]"
24453,2910 Walton Ave,2910 Walton Ave,2910,walton ave,,2910 Walton Ave,"[('2910', 'house_number'), ('walton ave', 'road')]"
24454,7760 Lawrence Dr,7760 Lawrence Dr,7760,lawrence dr,,7760 Lawrence Dr,"[('7760', 'house_number'), ('lawrence dr', 'road')]"
24455,1055 Oxford St,1055 Oxford St,1055,oxford st,,1055 Oxford St,"[('1055', 'house_number'), ('oxford st', 'road')]"
24456,3259 Samuels Crt,3259 Samuels Crt,3259,samuels crt,,3259 Samuels Crt,"[('3259', 'house_number'), ('samuels crt', 'road')]"
24457,5382 Irving St,5382 Irving St,5382,irving st,,5382 Irving St,"[('5382', 'house_number'), ('irving st', 'road')]"
24458,22140 McLean Ave,22140 McLean Ave,22140,mclean ave,,22140 McLean Ave,"[('22140', 'house_number'), ('mclean ave', 'road')]"
24459,13808 112A Ave,13808 112A Ave,13808,112a ave,,13808 112A Ave,"[('13808', 'house_number'), ('112a ave', 'road')]"
24460,1650 Gallagher Road,1650 Gallagher Road,1650,gallagher road,,1650 Gallagher Road,"[('1650', 'house_number'), ('gallagher road', 'road')]"
24461,5990 Todd Road,5990 Todd Road,5990,todd road,,5990 Todd Road,"[('5990', 'house_number'), ('todd road', 'road')]"
24462,1769 61St Ave E,1769 61St Ave E,1769,61st ave e,,1769 61St Ave E,"[('1769', 'house_number'), ('61st ave e', 'road')]"
24463,2190 Cowichan Bay Rd Rr 1,2190 Cowichan Bay Rd Rr 1,2190,cowichan bay rd rr 1,,2190 Cowichan Bay Rd Rr 1,"[('2190', 'house_number'), ('cowichan bay rd rr 1', 'road')]"
24464,3618 Forest Ave,3618 Forest Ave,3618,forest ave,,3618 Forest Ave,"[('3618', 'house_number'), ('forest ave', 'road')]"
24465,10553 148Th St,10553 148Th St,10553,148th st,,10553 148Th St,"[('10553', 'house_number'), ('148th st', 'road')]"
24466,324 Fulford Ganges Rd,324 Fulford Ganges Rd,324,fulford ganges rd,,324 Fulford Ganges Rd,"[('324', 'house_number'), ('fulford ganges rd', 'road')]"
24467,2451 Windsor Rd,2451 Windsor Rd,2451,windsor rd,,2451 Windsor Rd,"[('2451', 'house_number'), ('windsor rd', 'road')]"
24468,207 4446 Watling St,207 4446 Watling St,207 4446,watling st,,207 4446 Watling St,"[('207 4446', 'house_number'), ('watling st', 'road')]"
24469,1020 Ridgeway Ave,1020 Ridgeway Ave,1020,ridgeway ave,,1020 Ridgeway Ave,"[('1020', 'house_number'), ('ridgeway ave', 'road')]"
24470,383 Skeena Dr,383 Skeena Dr,383,skeena dr,,383 Skeena Dr,"[('383', 'house_number'), ('skeena dr', 'road')]"
24471,"247 1st Avenue North, Saskatoon, SK, S7K 1X2",247 1st avenue,247,1st avenue,,247 1st avenue,"[('247', 'house_number'), ('1st avenue', 'road')]"
24472,"25 22nd Street East, Saskatoon, SK, S7K 0C7",25 22nd street east,25,22nd street east,,25 22nd street east,"[('25', 'house_number'), ('22nd street east', 'road')]"
24473,"117- 29th Street West, Saskatoon, SK, S7K 0L7 (Caswell Hill)",117 29th street west,117,29th street west,,117 29th street west,"[('117', 'house_number'), ('29th street west', 'road')]"
24474,"211 5th Avenue North, Saskatoon, SK, S7K 2P2",211 5th avenue,211,5th avenue,,211 5th avenue,"[('211', 'house_number'), ('5th avenue', 'road')]"
24475,"510 25th Street East, Saskatoon, SK, S7K 4A7",510 25th street east,510,25th street east,,510 25th street east,"[('510', 'house_number'), ('25th street east', 'road')]"
24476,"401 4th Avenue North, Saskatoon, SK, S7K 2M4",401 4th avenue,401,4th avenue,,401 4th avenue,"[('401', 'house_number'), ('4th avenue', 'road')]"
24477,"600 Queen Street, Saskatoon, SK, S7K 0M8",600 queen street,600,queen street,,600 queen street,"[('600', 'house_number'), ('queen street', 'road')]"
24478,"702-6th Avenue North, Saskatoon, SK, S7K 2S9",702 6th avenue,702,6th avenue,,702 6th avenue,"[('702', 'house_number'), ('6th avenue', 'road')]"
24479,"210 Avenue H South, Saskatoon, SK, S7M 1W2",210 avenue h south,210,avenue h south,,210 avenue h south,"[('210', 'house_number'), ('avenue h south', 'road')]"
24480,"405 Avenue K North, Saskatoon, SK, S7L 2M5 (Westmount)",405 avenue k,405,avenue k,,405 avenue k,"[('405', 'house_number'), ('avenue k', 'road')]"
24481,"820 9th Avenue North, Saskatoon, SK, S7K 2Z2",820 9th avenue,820,9th avenue,,820 9th avenue,"[('820', 'house_number'), ('9th avenue', 'road')]"
24482,"820-9th Avenue North, Saskatoon, SK, SK S7K 2Z2",820 9th avenue north,820,9th avenue north,,820 9th avenue north,"[('820', 'house_number'), ('9th avenue north', 'road')]"
24483,"411 Avenue M North, Saskatoon, SK, S7L 2S7",411 avenue m,411,avenue m,,411 avenue m,"[('411', 'house_number'), ('avenue m', 'road')]"
24484,"61 Leif Erickson Place, Saskatoon, SK, S7L 2T6",61 leif erickson place,61,leif erickson place,,61 leif erickson place,"[('61', 'house_number'), ('leif erickson place', 'road')]"
24485,"411 11th Street East, Saskatoon, SK, S7N 0E9",411 11th street east,411,11th street east,,411 11th street east,"[('411', 'house_number'), ('11th street east', 'road')]"
24486,"510 34th Street West, Saskatoon, SK, S7L 0Y2",510 34th street west,510,34th street west,,510 34th street west,"[('510', 'house_number'), ('34th street west', 'road')]"
24487,"639 Broadway Avenue, Saskatoon, SK, S7N 1B2 (Mailing: 1702 20th Street West)",639 broadway avenue,639,broadway avenue,,639 broadway avenue,"[('639', 'house_number'), ('broadway avenue', 'road')]"
24488,"925 McMillan Avenue, Saskatoon, SK, S7L 2T8",925 mcmillan avenue,925,mcmillan avenue,,925 mcmillan avenue,"[('925', 'house_number'), ('mcmillan avenue', 'road')]"
24489,"1529 Preston Avenue, Saskatoon, SK, S7H 2V6",1529 preston avenue,1529,preston avenue,,1529 preston avenue,"[('1529', 'house_number'), ('preston avenue', 'road')]"
24490,"720 20th Street West, Saskatoon, SK, S7M 0Y1",720 20th street west,720,20th street west,,720 20th street west,"[('720', 'house_number'), ('20th street west', 'road')]"
24491,"327 Avenue N South, Saskatoon, SK, S7M 2N2",327 avenue n south,327,avenue n south,,327 avenue n south,"[('327', 'house_number'), ('avenue n south', 'road')]"
24492,Saskatoon,Saskatoon Canada,saskatoon,canada,,Saskatoon Canada,"[('saskatoon', 'city'), ('canada', 'country')]"
24493,"405 Avenue R North, Saskatoon, SK, S7L 2X8",405 avenue r,405,avenue r,,405 avenue r,"[('405', 'house_number'), ('avenue r', 'road')]"
24494,"919 Broadway Avenue, Saskatoon, SK, S7N 1B8",919 broadway avenue,919,broadway avenue,,919 broadway avenue,"[('919', 'house_number'), ('broadway avenue', 'road')]"
24495,"Lower Education Building, 28 Campus Drive, University of Saskatchewan, Saskatoon, SK, S7N 0X1",lower education building 28 campus drive university of saskatchewan,,,,lower education building 28 campus drive university of saskatchewan,"[('lower education building', 'house'), ('28', 'house_number'), ('campus drive', 'road'), ('university of saskatchewan', 'city')]"
24496,"610 Clarence Avenue South, Saskatoon, SK, S7H 2E2",610 clarence avenue south,610,clarence avenue south,,610 clarence avenue south,"[('610', 'house_number'), ('clarence avenue south', 'road')]"
24497,"1702 20th Street West, Saskatoon, SK, S7M 0Z9",1702 20th street west,1702,20th street west,,1702 20th street west,"[('1702', 'house_number'), ('20th street west', 'road')]"
24498,"221 Cumberland Avenue North, Saskatoon, SK, S7N 1M3",221 cumberland avenue,221,cumberland avenue,,221 cumberland avenue,"[('221', 'house_number'), ('cumberland avenue', 'road')]"
24499,"109 Cumberland Avenue South, Saskatoon, SK, S7N 2Z7",109 cumberland avenue south,109,cumberland avenue south,,109 cumberland avenue south,"[('109', 'house_number'), ('cumberland avenue south', 'road')]"
24500,"815 Avenue O South, Saskatoon, SK, S7M 2S6 (King George)",815 avenue o south,815,avenue o south,,815 avenue o south,"[('815', 'house_number'), ('avenue o south', 'road')]"
24501,"929 Avenue T North, Saskatoon, SK, S7L 3B9 (Mount Royal)",929 avenue t,929,avenue t,,929 avenue t,"[('929', 'house_number'), ('avenue t', 'road')]"
24502,"1036 9th Street East, Saskatoon, SK, S7H 0N2",1036 9th street east,1036,9th street east,,1036 9th street east,"[('1036', 'house_number'), ('9th street east', 'road')]"
24503,"2220 Rusholme Road, Saskatoon, SK, S7L 4A4",2220 rusholme road,2220,rusholme road,,2220 rusholme road,"[('2220', 'house_number'), ('rusholme road', 'road')]"
24504,"440 Avenue W North, Saskatoon, SK, S7L 1C1",440 avenue w,440,avenue w,,440 avenue w,"[('440', 'house_number'), ('avenue w', 'road')]"
24505,"34 Rupert Drive, Saskatoon, SK, S7K 1B2 (Richmond Heights)",34 rupert drive,34,rupert drive,,34 rupert drive,"[('34', 'house_number'), ('rupert drive', 'road')]"
24506,"1234 Avenue L South, Saskatoon, SK, S7M 2J9",1234 avenue l south,1234,avenue l south,,1234 avenue l south,"[('1234', 'house_number'), ('avenue l south', 'road')]"
24507,"1218 Avenue M South, Saskatoon, SK, S7M 2M4 (Holiday Park)",1218 avenue m south,1218,avenue m south,,1218 avenue m south,"[('1218', 'house_number'), ('avenue m south', 'road')]"
24508,"1407 Albert Avenue, Saskatoon, SK, S7H 2C6",1407 albert avenue,1407,albert avenue,,1407 albert avenue,"[('1407', 'house_number'), ('albert avenue', 'road')]"
24509,"429 Avenue Y North, Saskatoon, SK, S7L 3L1 (Mount Royal)",429 avenue y,429,avenue y,,429 avenue y,"[('429', 'house_number'), ('avenue y', 'road')]"
24510,"903 2nd Street East, Saskatoon, SK, S7H 1P9",903 2nd street east,903,2nd street east,,903 2nd street east,"[('903', 'house_number'), ('2nd street east', 'road')]"
