,cityprov
4441,"Norway House Cree Nation Hayes River Ridge B MB, Canada"
4442,"Greenbrier SK, Canada"
4443,"Denzil SK, Canada"
4444,"Lantzville Lantzville BC, Canada"
4445,"Pratt MB, Canada"
4446,"Norway House Cree Nation Gunisao Sipihk Sakitow MB, Canada"
4447,"St Anthony NL, Canada"
4448,"Grand Valley Provincial Park MB, Canada"
4449,"New Germany NS, Canada"
4450,"Kenosee Lake SK, Canada"
4451,"Kedgwick NB, Canada"
4452,"Norway House Cree Nation Moosa Otinihk MB, Canada"
4453,"Wisla MB, Canada"
4454,"Sleeve Lake Game Bird Refuge MB, Canada"
4455,"Moosomin 112N SK, Canada"
4456,"StMalo MB, Canada"
4457,"Foam Lake SK, Canada"
4458,"Lake Cowichan BC, Canada"
4459,"Moose Lake 31A MB, Canada"
4460,"Garthland SK, Canada"
4461,"The Forks National Historic Site of Canada MB, Canada"
4462,"Torbay NL, Canada"
4463,"Beadle SK, Canada"
4464,"Mozart SK, Canada"
4465,"Carry The Kettle 76 15 SK, Canada"
4466,"Happyland No 231 SK, Canada"
4467,"Lac la Hache 220 SK, Canada"
4468,"Flying Dust First Nation 105F SK, Canada"
4469,"Glencairn MB, Canada"
4470,"Liberty SK, Canada"
4471,"Moosomin 112B SK, Canada"
4472,"Mooscana SK, Canada"
4473,"Waywayseecappo First Nation MB, Canada"
4474,"Ochapowace 71 27 SK, Canada"
4475,"Etomami SK, Canada"
4476,"Elak Dase 192A SK, Canada"
4477,"Cloverdale MB, Canada"
4478,"Pine Ridge MB, Canada"
4479,"Keeler SK, Canada"
4480,"Midnight Lake SK, Canada"
4481,"Mistawasis 103G SK, Canada"
4482,"Cobourg ON, Canada"
4483,"Lundar Beach Provincial Park MB, Canada"
4484,"Kahkewistahaw 72 SK, Canada"
4485,"Murray Point SK, Canada"
4486,"Kannata Valley SK, Canada"
4487,"Ochapowace 71 26 SK, Canada"
4488,"Emma Lake SK, Canada"
4489,"Omineeseenowenik MB, Canada"
4490,"Lemberg SK, Canada"
4491,"Hamton SK, Canada"
4492,"Muskeg Lake 102B SK, Canada"
4493,"St Simon NB, Canada"
4494,"Cote No 271 SK, Canada"
4495,"Valley River 63A MB, Canada"
4496,"Little Grand Rapids MB, Canada"
4497,"Saint Isidore NB, Canada"
4498,"St Norbert Provincial Park MB, Canada"
4499,"Consecon ON, Canada"
4500,"Carragana SK, Canada"
4501,"LaBroquerie MB, Canada"
4502,"Gainsborough SK, Canada"
4503,"Brooklyn NS, Canada"
4504,"Freemont SK, Canada"
4505,"Scandinavia MB, Canada"
4506,"St basile NB, Canada"
4507,"Vulcan AB, Canada"
4508,"Manson MB, Canada"
4509,"Drumheller AB, Canada"
4510,"Thuycholeeni Azé MB, Canada"
4511,"Butterton SK, Canada"
4512,"Monominto MB, Canada"
4513,"Whistler BC, Canada"
4514,"Nį̀txeli Tuwé 4 MB, Canada"
4515,"Dartmouth NS, Canada"
4516,"Beacon Hill SK, Canada"
4517,"Carry The Kettle 76 14 SK, Canada"
4518,"Blumengart MB, Canada"
4519,"Calder SK, Canada"
4520,"Green Canyon SK, Canada"
4521,"Chalk River ON, Canada"
4522,"Mossey River MB, Canada"
4523,"Ninga MB, Canada"
4524,"Blaine Lake Game Preserve SK, Canada"
4525,"Brandon Hills Wildlife Management Area MB, Canada"
4526,"Oak Lake Canada Goose Refuge MB, Canada"
4527,"Powell MB, Canada"
4528,"Hoffer SK, Canada"
4529,"Red Sucker Lake 1976 A MB, Canada"
4530,"Elbow SK, Canada"
4531,"Bellsite MB, Canada"
4532,"Pine River MB, Canada"
4533,"Birds Hill MB, Canada"
4534,"Howick QC, Canada"
4535,"Amery MB, Canada"
4536,"Ochapowace 71 11 SK, Canada"
4537,"Two Creeks MB, Canada"
4538,"Corinne SK, Canada"
4539,"West Hawk Lake MB, Canada"
4540,"Golden Prairie SK, Canada"
4541,"Ness Country MB, Canada"
4542,"Flying Dust 105 O SK, Canada"
4543,"Perth andover NB, Canada"
4544,"Gambler MB, Canada"
4545,"Gruenthal SK, Canada"
4546,"Beausejour MB, Canada"
4547,"Fort Erie ON, Canada"
4548,"Lac Vert SK, Canada"
4549,"Lundar Beach MB, Canada"
4550,"Norway House 17C 23 MB, Canada"
4551,"Maple Lake Wildlife Management Area MB, Canada"
4552,"Williamstown ON, Canada"
4553,"Sebright MB, Canada"
4554,"Washow Bay Wildlife Management Area MB, Canada"
4555,"Culver MB, Canada"
4556,"Neuhoffnung SK, Canada"
4557,"Hinton AB, Canada"
4558,"Keeseekoose 66 SK, Canada"
4559,"Transcona MB, Canada"
4560,"Carry The Kettle 76 18 SK, Canada"
4561,"Ukraina MB, Canada"
4562,"Buffalo Point First Nation 3 MB, Canada"
4563,"Greenwater Lake Provincial Park SK, Canada"
4564,"Northwest Angle 34C MB, Canada"
4565,"Big Beaver SK, Canada"
4566,"Parks Corner MB, Canada"
4567,"Norway House 17C 4 MB, Canada"
4568,"Kenaston Recreation Site SK, Canada"
4569,"River Heights MB, Canada"
4570,"Skownan MB, Canada"
4571,"Kayville SK, Canada"
4572,"Kivimaa Moonlight Bay SK, Canada"
4573,"Strathroy ON, Canada"
4574,"Mill Bay BC, Canada"
4575,"Ladysmith MB, Canada"
4576,"Cumberland 100A SK, Canada"
4577,"Ermine SK, Canada"
4578,"Vanier ON, Canada"
4579,"North Prominent Ridge MB, Canada"
4580,"Methven MB, Canada"
4581,"Turtle Mountain MB, Canada"
4582,"Pimachiowin Aki MB, Canada"
4583,"Strathclair MB, Canada"
4584,"Fort Alexander MB, Canada"
4585,"Lac Brochet MB, Canada"
4586,"Meath Park SK, Canada"
4587,"Keeseekoose 66 Co 02 SK, Canada"
4588,"Oak Point Settlement MB, Canada"
4589,"Florze MB, Canada"
4590,"Great Bend Game Preserve SK, Canada"
4591,"Oxford House 24d MB, Canada"
4592,"Blenheim ON, Canada"
4593,"Cross Lake 19 MB, Canada"
4594,"Wanipigow MB, Canada"
4595,"Aberfeldy SK, Canada"
4596,"Petite Lamque NB, Canada"
4597,"Kleinburg ON, Canada"
4598,"Canoe Lake 165 SK, Canada"
4599,"Colgate SK, Canada"
4600,"Marius MB, Canada"
4601,"Leaf Rapids MB, Canada"
4602,"Princess Harbour MB, Canada"
4603,"Levine MB, Canada"
4604,"Belanger SK, Canada"
4605,"Southglen MB, Canada"
4606,"Fort Garry MB, Canada"
4607,"Keld MB, Canada"
4608,"Vogar MB, Canada"
4609,"Regent Park MB, Canada"
4610,"Normanview West SK, Canada"
4611,"Castlegar BC, Canada"
4612,"Black Lake SK, Canada"
4613,"Molanosa SK, Canada"
4614,"Canopus SK, Canada"
4615,"Alameda SK, Canada"
4616,"Westfield NB, Canada"
4617,"St Jean Baptiste MB, Canada"
4618,"Keys No 303 SK, Canada"
4619,"Gagetown NB, Canada"
4620,"Mars Hill Wildlife Management Area MB, Canada"
4621,"Clair Lake Regional Park SK, Canada"
4622,"Halbstadt MB, Canada"
4623,"N Eidse Wildlife Refuge MB, Canada"
4624,"Channel Island Sapotaweyak MB, Canada"
4625,"Westroc MB, Canada"
4626,"Altona MB, Canada"
4627,"Billimun SK, Canada"
4628,"Fiske SK, Canada"
4629,"Argyle No 1 SK, Canada"
4630,"Dillabough SK, Canada"
4631,"Pine Falls MB, Canada"
4632,"Gronlid SK, Canada"
4633,"Bissett MB, Canada"
4634,"Belle Plaine SK, Canada"
4635,"Lennard MB, Canada"
4636,"Ocean Man 69U SK, Canada"
4637,"Rosenburg MB, Canada"
4638,"Exhibition SK, Canada"
4639,"Norway House Cree Nation Gunisao Siphk Keewatinohk MB, Canada"
4640,"Zbaraz MB, Canada"
4641,"Gods Lake MB, Canada"
4642,"Riel MB, Canada"
4643,"Randolph MB, Canada"
4644,"Hecla Island Wildlife Refuge MB, Canada"
4645,"Arelee SK, Canada"
4646,"Ochapowace 71 50 SK, Canada"
4647,"Cartwright MB, Canada"
4648,"Mountain Cabin Recreation Site SK, Canada"
4649,"Solsgirth MB, Canada"
4650,"Carry The Kettle 76 2 SK, Canada"
4651,"Cudsaskwa Beach SK, Canada"
4652,"Shevlin MB, Canada"
4653,"Air Ronge SK, Canada"
4654,"Swan Pelican Wildlife Refuge MB, Canada"
4655,"Elbourne SK, Canada"
4656,"Little Bear Lake Recreation Site SK, Canada"
4657,"Birds Hill Provincial Park MB, Canada"
4658,"Alta Vista SK, Canada"
4659,"Marco MB, Canada"
4660,"Cornwallis MB, Canada"
4661,"Cole Bay SK, Canada"
4662,"Ellisboro SK, Canada"
4663,"Kahkewistahaw 72K SK, Canada"
4664,"St Eustache MB, Canada"
4665,"Muskowekwan 85 51 SK, Canada"
4666,"Cardell SK, Canada"
4667,"St James Industrial Area MB, Canada"
4668,"Lynchs Point Game Bird Refuge MB, Canada"
4669,"Beechy SK, Canada"
4670,"Glenbush SK, Canada"
4671,"Rocky Lake East MB, Canada"
4672,"Opaskwayak Cree Nation 21G MB, Canada"
4673,"Jean Louis Legare Regional Park SK, Canada"
4674,"Selkirk MB, Canada"
4675,"Chesterville ON, Canada"
4676,"Emmaville SK, Canada"
4677,"Caxton SK, Canada"
4678,"Brockville ON, Canada"
4679,"Grove Park SK, Canada"
4680,"Silverwood MB, Canada"
4681,"Norway House 17C 15 MB, Canada"
4682,"Arborfield SK, Canada"
4683,"Big River Regional Park SK, Canada"
4684,"Reston MB, Canada"
4685,"Stewiacke NS, Canada"
4686,"Balmertown ON, Canada"
4687,"Haultain SK, Canada"
4688,"Broomhill MB, Canada"
4689,"Cavalier SK, Canada"
4690,"Mirabel QC, Canada"
4691,"Duck Mountain Provincial Park SK, Canada"
4692,"M Penner Wildlife Refuge MB, Canada"
4693,"Maberly ON, Canada"
4694,"Sapotaweyak Cree Nation (SCN) Swan River Lot 2 MB, Canada"
4695,"South Cypress MB, Canada"
4696,"Lyons SK, Canada"
4697,"Okanese 82(BB) SK, Canada"
4698,"Bella Lake Exchange Lands MB, Canada"
4699,"Forest Farm SK, Canada"
4700,"Missinipe SK, Canada"
4701,"Nesbitt MB, Canada"
4702,"Beaubier SK, Canada"
4703,"East End MB, Canada"
4704,"Fur Lake Recreation Site SK, Canada"
4705,"Numaykoos Lake Provincial Park MB, Canada"
4706,"Gunton MB, Canada"
4707,"Plage Albert MB, Canada"
4708,"La Broquerie MB, Canada"
4709,"Mountainside MB, Canada"
4710,"Kirkfield Park MB, Canada"
4711,"Port Colborne ON, Canada"
4712,"Greig Beach SK, Canada"
4713,"Morley AB, Canada"
4714,"Overflowing River Sapotaweyak MB, Canada"
4715,"Pilot Mound MB, Canada"
4716,"Munk MB, Canada"
4717,"Dwight ON, Canada"
4718,"Clinton ON, Canada"
4719,"West St Paul MB, Canada"
4720,"Keeseekoose 66A SK, Canada"
4721,"Norway House 17D 2 MB, Canada"
4722,"Silver Plains MB, Canada"
4723,"Cecil SK, Canada"
4724,"Darmody SK, Canada"
4725,"Kahkewistahaw 72D SK, Canada"
4726,"Vivian MB, Canada"
4727,"Morden MB, Canada"
4728,"North Battleford SK, Canada"
4729,"Mount Uniacke NS, Canada"
4730,"Dana SK, Canada"
4731,"Whitemud Lake MB, Canada"
4732,"Cambria No 6 SK, Canada"
4733,"Douglas No 436 SK, Canada"
4734,"Huron No 223 SK, Canada"
4735,"Birdtail MB, Canada"
4736,"Chrysler SK, Canada"
4737,"Oxford House 24b MB, Canada"
4738,"Esme SK, Canada"
4739,"Duck Lake SK, Canada"
4740,"Kennedy SK, Canada"
4741,"Brooking SK, Canada"
4742,"Okotoks AB, Canada"
4743,"Ochapowace 71 102 SK, Canada"
4744,"Gods River MB, Canada"
4745,"Little Hills 158A SK, Canada"
4746,"Ochapowace 71 88 SK, Canada"
4747,"MacLennan River Recreation Site SK, Canada"
4748,"Amik Wachink Sakahikan MB, Canada"
4749,"McKague SK, Canada"
4750,"Dafoe Game Preserve SK, Canada"
4751,"Benson SK, Canada"
4752,"Muskowekwan 85 25 SK, Canada"
4753,"Cuvier SK, Canada"
4754,"Norway House 17C 19 MB, Canada"
4755,"Ogilvie MB, Canada"
4756,"Hoctor MB, Canada"
4757,"Mackid SK, Canada"
4758,"Strathcona Park MB, Canada"
4759,"Nopiming Provincial Park MB, Canada"
4760,"Carry The Kettle 76 65 SK, Canada"
4761,"Last Mountain Lake National Wildlife Area SK, Canada"
4762,"Bruxelles MB, Canada"
4763,"Point Douglas MB, Canada"
4764,"Bonne Madone SK, Canada"
4765,"Burnham SK, Canada"
4766,"Blackwood SK, Canada"
4767,"St Charles MB, Canada"
4768,"Netley Marsh Game Bird Refuge MB, Canada"
4769,"Woodlands MB, Canada"
4770,"Deacon MB, Canada"
4771,"Grand Falls windsor NL, Canada"
4772,"Assiniboine 76 SK, Canada"
4773,"Carry The Kettle 76 56 SK, Canada"
4774,"Beatty Lake Recreation Site SK, Canada"
4775,"Rexton NB, Canada"
4776,"Hidden Valley Wildlife Refuge SK, Canada"
4777,"Suwannee Lake MB, Canada"
4778,"Myrtle MB, Canada"
4779,"Attica SK, Canada"
4780,"Calderbank SK, Canada"
4781,"Fisher MB, Canada"
4782,"Rolling River 67a MB, Canada"
4783,"Milverton ON, Canada"
4784,"Glenlochar MB, Canada"
4785,"Island Lake Recreation Site SK, Canada"
4786,"Ancrum SK, Canada"
4787,"Harperville Wildlife Management Area MB, Canada"
4788,"Fannystelle MB, Canada"
4789,"Perth Andover NB, Canada"
4790,"Riverland MB, Canada"
4791,"Northway SK, Canada"
4792,"Jays SK, Canada"
4793,"Nesset Lake Recreation Site SK, Canada"
4794,"Port Williams NS, Canada"
4795,"Donavon SK, Canada"
4796,"Cherry Point MB, Canada"
4797,"Flying Dust First Nation 105 SK, Canada"
4798,"Mutrie SK, Canada"
4799,"Aquadell SK, Canada"
4800,"Furness SK, Canada"
4801,"Green Lake SK, Canada"
4802,"Ochapowace 71 47 SK, Canada"
4803,"La Plonge 192 SK, Canada"
4804,"Kahkewistahaw 72I SK, Canada"
4805,"Keeseekoose 66 KE 01 SK, Canada"
4806,"Makkovik NL, Canada"
4807,"Mount Hope No 279 SK, Canada"
4808,"Rivercrest MB, Canada"
4809,"The Narrows 49 MB, Canada"
4810,"Minard SK, Canada"
4811,"Churchill Downs SK, Canada"
4812,"Clearwater River Provincial Park SK, Canada"
4813,"Caribou River Provincial Park MB, Canada"
4814,"Asessippi Provincial Park MB, Canada"
4815,"Pocock Lake Ecological Reserve MB, Canada"
4816,"Markinch SK, Canada"
4817,"Parc national du Canada Wapusk MB, Canada"
4818,"Ochapowace 71 48 SK, Canada"
4819,"Marriott SK, Canada"
4820,"St Pierre Jolys MB, Canada"
4821,"Harwill MB, Canada"
4822,"Cannington Manor Provincial Park SK, Canada"
4823,"Jackfish Lake Game Bird Refuge MB, Canada"
4824,"Gimli MB, Canada"
4825,"Loni Beach MB, Canada"
4826,"Bradwell National Wildlife Area SK, Canada"
4827,"Buckland SK, Canada"
4828,"Island Falls SK, Canada"
4829,"Bateman SK, Canada"
4830,"Flin Flon Junction MB, Canada"
4831,"Norway House Cree Nation Asihkwinanihk MB, Canada"
4832,"Volga MB, Canada"
4833,"Atim Ka Mihkosit SK, Canada"
4834,"Domex SK, Canada"
4835,"Huronville SK, Canada"
4836,"Clearwater Lake Provincial Park MB, Canada"
4837,"Largs MB, Canada"
4838,"Nipawin and District Regional Park SK, Canada"
4839,"Naicam SK, Canada"
4840,"St Stephen NB, Canada"
4841,"Bow Valley Regional Park SK, Canada"
4842,"Odessa SK, Canada"
4843,"Balmy Beach MB, Canada"
4844,"Montrose No 315 SK, Canada"
4845,"Hills Island MB, Canada"
4846,"Charlebois MB, Canada"
4847,"Edzell SK, Canada"
4848,"Turnberry MB, Canada"
4849,"Richibucto Road NB, Canada"
4850,"Betalock SK, Canada"
4851,"Lakefield ON, Canada"
4852,"St Georges MB, Canada"
4853,"Gregherd SK, Canada"
4854,"Glace Bay NS, Canada"
4855,"Kamihkowapihskak Pawistik MB, Canada"
4856,"Wuskwi Sipihk 6 MB, Canada"
4857,"Carry The Kettle 76 69 SK, Canada"
4858,"Athabasca AB, Canada"
4859,"Glen Harbour SK, Canada"
4860,"Cannington ON, Canada"
4861,"Norway House 17C 16 MB, Canada"
4862,"Cross Lake 19x05 MB, Canada"
4863,"Muskowekwan 85 17 SK, Canada"
4864,"Headingley  MB, Canada"
4865,"Mistahi Wasahk 209 SK, Canada"
4866,"Muskowekwan 85 SK, Canada"
4867,"Thaí Tuwé 2 MB, Canada"
4868,"Lloydminster SK, Canada"
4869,"Cyril Lake MB, Canada"
4870,"Kisbey SK, Canada"
4871,"Moose Creek Wildlife Management Area MB, Canada"
4872,"Chaplin SK, Canada"
4873,"Maginot MB, Canada"
4874,"Opaskwayak Cree Nation 21L MB, Canada"
4875,"Muskeg River 20C SK, Canada"
4876,"High River AB, Canada"
4877,"Conne River NL, Canada"
4878,"Sioux Valley Dakota Nation MB, Canada"
4879,"Anglin Lake Recreation Site SK, Canada"
4880,"Minnedosa Beach MB, Canada"
4881,"Norway House 17C 44 MB, Canada"
4882,"Sisipuk Sakahegan (C) MB, Canada"
4883,"Brookdale MB, Canada"
4884,"Apohaqui NB, Canada"
4885,"Molson MB, Canada"
4886,"Forget SK, Canada"
4887,"Kelwood MB, Canada"
4888,"Kimosominahk MB, Canada"
4889,"Muskowekwan 85 6 SK, Canada"
4890,"Birtle MB, Canada"
4891,"Digby NS, Canada"
4892,"Rawebb MB, Canada"
4893,"Lakeview MB, Canada"
4894,"Ambassador SK, Canada"
4895,"Craigavon SK, Canada"
4896,"Kitchiokonim Place MB, Canada"
4897,"Whitewater Lake Wildlife Management Area MB, Canada"
4898,"Rigaud QC, Canada"
4899,"Roseau River 2 MB, Canada"
4900,"Goodsoil SK, Canada"
4901,"High Tor SK, Canada"
4902,"Whiteshell Game Bird Refuge MB, Canada"
4903,"Coalhurst AB, Canada"
4904,"Farrerdale SK, Canada"
4905,"Birch Island Provincial Park MB, Canada"
4906,"Neguac NB, Canada"
4907,"Rocky Lake North MB, Canada"
4908,"Opaskwayak Cree Nation 21F MB, Canada"
4909,"Little Woody SK, Canada"
4910,"Fairhaven SK, Canada"
4911,"Wilmot NS, Canada"
4912,"Fisherton MB, Canada"
4913,"Bird MB, Canada"
4914,"Caron SK, Canada"
4915,"Whitby ON, Canada"
4916,"St John MB, Canada"
4917,"Big Woody MB, Canada"
4918,"Ayton ON, Canada"
4919,"Duck Mountain Provincial Forest MB, Canada"
4920,"Wuskwi Sipihk First Nation 3e MB, Canada"
4921,"Windsor NS, Canada"
4922,"Oban SK, Canada"
4923,"Fort QuAppelle SK, Canada"
4924,"McElhanney SK, Canada"
4925,"Pembina Valley Wildlife Management Area MB, Canada"
4926,"Cranberry Portage MB, Canada"
4927,"Bright Sand SK, Canada"
4928,"East Bay MB, Canada"
4929,"North River Heights MB, Canada"
4930,"Fife Lake SK, Canada"
4931,"Carry The Kettle 76 67 SK, Canada"
4932,"The Pas Airport MB, Canada"
4933,"Welland ON, Canada"
4934,"Chitek SK, Canada"
4935,"Diana SK, Canada"
4936,"Floors MB, Canada"
4937,"Medstead SK, Canada"
4938,"Excel No 71 SK, Canada"
4939,"Breezy Point MB, Canada"
4940,"Friedensfeld West MB, Canada"
4941,"Fond du Lac 233 SK, Canada"
4942,"Carlyle Lake Resort SK, Canada"
4943,"Barford SK, Canada"
4944,"Vaudreuil sur le lac QC, Canada"
4945,"Chesterfield No 261 SK, Canada"
4946,"Barkfield MB, Canada"
4947,"Friedensfeld MB, Canada"
4948,"Red Sucker Lake 1976 MB, Canada"
4949,"Grayson SK, Canada"
4950,"Senkiw MB, Canada"
4951,"Muskoday First Nation SK, Canada"
4952,"Laird SK, Canada"
4953,"Elora ON, Canada"
4954,"Donegal SK, Canada"
4955,"Muskowekwan 85 29 SK, Canada"
4956,"Bazentin SK, Canada"
4957,"Canaan No 225 SK, Canada"
4958,"Atikaki Provincial Park MB, Canada"
4959,"Albert Beach MB, Canada"
4960,"Lantzville BC, Canada"
4961,"Nisku AB, Canada"
4962,"Bowmanville ON, Canada"
4963,"Patricia Beach Provincial Park MB, Canada"
4964,"Belmont ON, Canada"
4965,"Murray Lake Bird Sanctuary SK, Canada"
4966,"Ochapowace 71 5 SK, Canada"
4967,"South Transcona MB, Canada"
4968,"Oxford House 24 MB, Canada"
4969,"Ruddock MB, Canada"
4970,"Leaf Lake Wildlife Management Unit SK, Canada"
4971,"Beaufield SK, Canada"
4972,"Norcran MB, Canada"
4973,"Maple ON, Canada"
4974,"Uxbridge ON, Canada"
4975,"East St Paul MB, Canada"
4976,"Geikie River Recreation Site SK, Canada"
4977,"dsl de Drummond NB, Canada"
4978,"Saint John NB, Canada"
4979,"Routledge MB, Canada"
4980,"Clanwilliam MB, Canada"
4981,"College Park SK, Canada"
4982,"Chicken 225 SK, Canada"
4983,"Hillsdale SK, Canada"
4984,"Norway House Cree Nation Wawahtew Sakahigan Sawanohk  MB, Canada"
4985,"Dundas ON, Canada"
4986,"106 Narrow Lake 120 Road Corridor Game Preserve SK, Canada"
4987,"Lonesome Butte SK, Canada"
4988,"Toniata MB, Canada"
4989,"Wood Bay MB, Canada"
4990,"Gregorys Mill MB, Canada"
4991,"Brewer SK, Canada"
4992,"Sharbot Lake ON, Canada"
4993,"Casselman ON, Canada"
4994,"Moosowhapihsk Sakahegan MB, Canada"
4995,"Kopp's Kove SK, Canada"
4996,"Goodeve SK, Canada"
4997,"Nicklen SK, Canada"
4998,"Grayburn SK, Canada"
4999,"Fort Pitt Provincial Park SK, Canada"
5000,"Scoudouc NB, Canada"
5001,"Bronson Forest Recreation Site SK, Canada"
5002,"Ministik Beach SK, Canada"
5003,"Atkinson Lake A MB, Canada"
5004,"Bethune SK, Canada"
5005,"MacNab Park SK, Canada"
5006,"Pilot Butte SK, Canada"
5007,"Shaughnessy Heights MB, Canada"
5008,"Tiger Hills Wildlife Management Area MB, Canada"
5009,"Lockwood SK, Canada"
5010,"St Malo Wildlife Management Area MB, Canada"
5011,"Carry The Kettle 76 33 SK, Canada"
5012,"Forest Bank SK, Canada"
5013,"Kirkland QC, Canada"
5014,"Muskowekwan 85 62 SK, Canada"
5015,"Ochapowace 71 92 SK, Canada"
5016,"Nadeauville SK, Canada"
5017,"Cracknell MB, Canada"
5018,"Lively ON, Canada"
5019,"Borden Bridge Recreation Site SK, Canada"
5020,"Mistatim SK, Canada"
5021,"Saint Antoine NB, Canada"
5022,"Coulee No 136 SK, Canada"
5023,"Teulon MB, Canada"
5024,"Merridale MB, Canada"
5025,"Madoc ON, Canada"
5026,"Lac La Ronge Provincial Park SK, Canada"
5027,"Cactus Lake SK, Canada"
5028,"McMorran SK, Canada"
5029,"Hatherleigh SK, Canada"
5030,"Point River Wildlife Management Area MB, Canada"
5031,"Sherridon MB, Canada"
5032,"Valleyview MB, Canada"
5033,"Killdeer SK, Canada"
5034,"Archie MB, Canada"
5035,"Etters Beach SK, Canada"
5036,"Putahow Lake Site B MB, Canada"
5037,"Rosetown SK, Canada"
5038,"Meleb MB, Canada"
5039,"Alpine MB, Canada"
5040,"Fishing Lake 89D1 SK, Canada"
5041,"Shelley MB, Canada"
5042,"Carnagh SK, Canada"
5043,"Hazelglen MB, Canada"
5044,"Dryden ON, Canada"
5045,"Muskowekwan 85 10 SK, Canada"
5046,"Hazlet Regional Park SK, Canada"
5047,"Elma MB, Canada"
5048,"Lee Lake Wildlife Management Area MB, Canada"
5049,"Layland MB, Canada"
5050,"Lake Four SK, Canada"
5051,"Keeseekoose 66 Ch 04 SK, Canada"
5052,"St Pierre Jolys MB, Canada"
5053,"Amiens SK, Canada"
5054,"Souris River Bend Wildlife Management Area MB, Canada"
5055,"Lost River SK, Canada"
5056,"Bankend SK, Canada"
5057,"Neepawa MB, Canada"
5058,"Ocean Man 69G SK, Canada"
5059,"Saint Andrews NB, Canada"
5060,"Forward SK, Canada"
5061,"Waterdown ON, Canada"
5062,"Bjorkdale SK, Canada"
5063,"Thornhill ON, Canada"
5064,"Alexander MB, Canada"
5065,"Onah MB, Canada"
5066,"Ochapowace 71 117 SK, Canada"
5067,"Kenville West MB, Canada"
5068,"Okanese 82(CC) SK, Canada"
5069,"Matador Grasslands Protected Area SK, Canada"
5070,"Armstrongs Point MB, Canada"
5071,"South River Heights MB, Canada"
5072,"Estuary SK, Canada"
5073,"Keeseekoose 66 Ke 04 SK, Canada"
5074,"Elcott SK, Canada"
5075,"Ochapowace 71 51 SK, Canada"
5076,"Drummond NB, Canada"
5077,"Hawkeye SK, Canada"
5078,"Petrel Junction MB, Canada"
5079,"Rocky Mountain House AB, Canada"
5080,"Saint Prosper QC, Canada"
5081,"Whitemouth River Ecological Reserve MB, Canada"
5082,"Clinworth No 230 SK, Canada"
5083,"Waterhen Reserve MB, Canada"
5084,"Matawa Place MB, Canada"
5085,"Narrow Hills Provincial Park SK, Canada"
5086,"Mariapolis MB, Canada"
5087,"Michel Village SK, Canada"
5088,"Donwell SK, Canada"
5089,"Little Grand Rapids 14 MB, Canada"
5090,"Fort Mcmurray AB, Canada"
5091,"Peguis MB, Canada"
5092,"Trois Rivières QC, Canada"
5093,"Gordon Lake Recreation Site SK, Canada"
5094,"Red Sucker Lake 1976 H MB, Canada"
5095,"Lieu historique national du Canada du Fort Walsh SK, Canada"
5096,"Fort Qu'Appelle SK, Canada"
5097,"Ochapowace 71 55 SK, Canada"
5098,"Mountain Cabin SK, Canada"
5099,"Gonor MB, Canada"
5100,"Belbutte SK, Canada"
5101,"Black Diamond AB, Canada"
5102,"Saint Basile NB, Canada"
5103,"Eganville ON, Canada"
5104,"Carry The Kettle 76 45 SK, Canada"
5105,"Petawawa ON, Canada"
5106,"Inwood MB, Canada"
5107,"Elphinstone MB, Canada"
5108,"Niakwa Park MB, Canada"
5109,"Lizard Lake SK, Canada"
5110,"River Hebert NS, Canada"
5111,"Yarker ON, Canada"
5112,"Ocean Man 69 SK, Canada"
5113,"Black Point SK, Canada"
5114,"Little Hills 158 SK, Canada"
5115,"Mafeking MB, Canada"
5116,"Boundary Dam Reservoir Recreation Site SK, Canada"
5117,"Langenburg Recreation Site SK, Canada"
5118,"Olds AB, Canada"
5119,"Moose Jaw SK, Canada"
5120,"Portage Spillway Provincial Park MB, Canada"
5121,"Red Rose MB, Canada"
5122,"Ocean Man 69H SK, Canada"
5123,"Brandon North MB, Canada"
5124,"Riverton MB, Canada"
5125,"Laurentia Beach MB, Canada"
5126,"Blaine Lake SK, Canada"
5127,"Denny SK, Canada"
5128,"Malton ON, Canada"
5129,"Moose Mountain Provincial Park SK, Canada"
5130,"Clavet SK, Canada"
5131,"Birchview MB, Canada"
5132,"Chilliwack BC, Canada"
5133,"Ochapowace 71 123 SK, Canada"
5134,"North St Boniface MB, Canada"
5135,"Colesdale Park SK, Canada"
5136,"Gravelbourg SK, Canada"
5137,"Victoria Beach MB, Canada"
5138,"Kahkewistahaw 72F SK, Canada"
5139,"Zoria MB, Canada"
5140,"Fort Churchill MB, Canada"
5141,"Briercrest SK, Canada"
5142,"Carry The Kettle 76 5 SK, Canada"
5143,"Cobble Hill BC, Canada"
5144,"Milton ON, Canada"
5145,"Hybord MB, Canada"
5146,"Nanton AB, Canada"
5147,"Ceylon SK, Canada"
5148,"Paradise Village MB, Canada"
5149,"Garden Hill MB, Canada"
5150,"Enfield No 194 SK, Canada"
5151,"Aberdeen SK, Canada"
5152,"Landscape SK, Canada"
5153,"Ethelbert MB, Canada"
5154,"Meadow Green SK, Canada"
5155,"Fonehill SK, Canada"
5156,"Gallivan SK, Canada"
5157,"Bergheim SK, Canada"
5158,"Miami MB, Canada"
5159,"Cross Lake 19x06 MB, Canada"
5160,"Cardinal MB, Canada"
5161,"Carry The Kettle 76 76 SK, Canada"
5162,"Edmonton AB, Canada"
