Name,Prov_Terr,City,Address,Age_Groups,Telephone,
Dryden Child Care Program,Ontario,Dryden,113 Albert St. Dryden ON,Infant Toddler Preschool Schoolage,807-223-5724,
Dryden Nursery School Cooperative,Ontario,Dryden,91 Rourke Ave. Dryden ON,Preschool,807-223-2433,
K.p. Best Start,Ontario,Dryden,289 Wice Road Dryden ON,Kindergarten Schoolage,807-223-5724,
Pinewood Kid's Connection,Ontario,Dryden,289 Wice Road Dryden ON,Kindergarten Schoolage,807-223-5724,
Riverview Kid's Connection,Ontario,Dryden,20 Davis St. Dryden ON,Kindergarten Schoolage,807-223-5724,
St. Joseph's Best Start,Ontario,Dryden,185 Parkdale Rd. Dryden ON,Kindergarten Schoolage,807-223-5724,
BEST START PROGRAM - ST. PATRICK'S SCHOOL,Ontario,Dublin,94 Mill Street Dublin ON,Kindergarten Schoolage,519-527-0682,
Garderie Educative Du Dubreuilville,Ontario,Dubreuilville,120 Magpie Dubreuilville ON,Preschool,705-884-1496,
Kids 'N Us Child Care,Ontario,Dundalk,251 Young Street Dundalk ON,Infant Toddler Preschool Schoolage,519-923-2182,
Acon Academy,Ontario,Dundas,20 Grant Blvd. Dundas ON,Infant Toddler Preschool,905-902-3879,
Amy's Daycare,Ontario,Dundas,Hunter Dundas ON,Infant Toddler Preschool,905 628 9135,
Cherry Grove Child Care,Ontario,Dundas,Millgrove Sideroad Dundas ON,Infant Toddler Kindergarten Preschool Schoolage,905-975-7665,
Dundas Daycare,Ontario,Dundas,252 Govenors Rd Dundas ON,Infant Toddler,(905) 531-4058,
Dundas Valley Co-op Preschool,Ontario,Dundas,1 Lynndale Drive Dundas ON,Preschool,905-627-9251,
Dundas Valley Montessori School,Ontario,Dundas,108 Park Street West Dundas ON,Preschool,905-627-1073,
Kate's Home Daycare,Ontario,Dundas,20 Hope st dundas ON,Infant Toddler Preschool,289 527 1395,
Laura's Daycare,Ontario,Dundas,McKay Rd Dundas ON,Infant Toddler Kindergarten Preschool,905-628-0342,
Lots Of Laughs,Ontario,Dundas,Carolin Court Dundas ON,Infant Toddler Kindergarten Preschool Schoolage,9056279116,
Michelle Wilson's Daycare,Ontario,Dundas,Creighton Rd Dundas ON,Infant Toddler Preschool Schoolage,905.627.8758,
Children's Learning Workshop,Ontario,Dunnville,223 Lock Street West Dunnville ON,Preschool,905-774-9393,
Little People's Academy,Ontario,Dunnville,254 Robinson Road Dunnville ON,Infant Toddler Kindergarten Preschool Schoolage,905-774-7464,
"Ready, Set, School",Ontario,Dunnville,121 Alder Street Dunnville ON,Preschool,905-541-0682,
Durham Nursery School,Ontario,Durham,185 George Street West Durham ON,Toddler Preschool,519-369-6973,
Kids 'N Us Child Care,Ontario,Durham,575 Saddler Street East Durham ON,Toddler Preschool Schoolage,519-986-3692,
Dutton Co-Operative Child Care,Ontario,Dutton,239 Miller Street Dutton ON,Kindergarten Schoolage,519-762-2399,
Dutton Co-Operative Child Care,Ontario,Dutton,3 Lions Road Dutton ON,Infant Toddler Preschool,519-762-2399,
Irwin Memorial After School Program,Ontario,Dwight,1011 Dwighrt Bay Road Dwight ON,Kindergarten Schoolage,705-645-2229,
Child's View Day Nursery,Ontario,Ear Falls,43 Balsam Ave. So. Ear Falls ON,Preschool,807-222-3462,
Garderie Abc,Ontario,Earlton,10e Rue Ouest Earlton ON,Infant Toddler Kindergarten Preschool Schoolage,705-647-5775 Ext:222,
Charlene's Home Childcare,Ontario,East Gwillimbury,"Mount Albert Road, Sharon east gwillimbury ON",Toddler Kindergarten Preschool Schoolage,647 955-9468,
L'AFRYmousse,Ontario,East Gwillimbury,19300 Second Concession East Gwillimbury ON,Toddler Kindergarten Preschool Schoolage,2899261401,
Saide's Home Daycare,Ontario,East Gwillimbury,87 Thatcher Crescent East Gwillimbury ON,Infant Toddler,9052516515,
Cathy's Home Daycare,Ontario,East York,Peard Road East York ON,,416-285-7114,
Dawn's Home Daycare,Ontario,East York,75 Halsey Ave apt 611 East York ON,Infant Toddler Kindergarten Preschool Schoolage,416 220 7919,
Love And Learn Daycare,Ontario,East York,woodbine ave East York ON,Infant Toddler Preschool,6472055080,
Rocio's Daycare,Ontario,East York,Coleridge Ave. East York ON,Infant Toddler Kindergarten Preschool,4164218140,
Shannon's Home Daycare,Ontario,East York,St. Clair Ave E East York ON,Infant Toddler Preschool,4165245363,
Teresa's Home Daycare,Ontario,East York,85 Galbraith Ave. East York ON,Infant Toddler Kindergarten Preschool Schoolage,416-755-4720,
"Victoria Education Centre, Montessori Child Care - East York",Ontario,East York,1038 Woodbine Avenue East York ON,Toddler Kindergarten Preschool,416-422-5550,
Child Care Algoma,Ontario,Echo Bay,290 Church Street Echo Bay ON,Toddler Preschool,705-945-8898,
Jody's Private Home Daycare,Ontario,Eganville,John Street Eganville ON,Infant Toddler Kindergarten Preschool Schoolage,613 401-5741,
Ketcha Star Day Care,Ontario,Eganville,64 Maple Street Eganville ON,Kindergarten Preschool Schoolage,613-628-1657,
Li'l Apples Acres Daycare,Ontario,Eganville,675 Royal Pines Road Eganville ON,Infant Toddler Kindergarten Preschool Schoolage,613-401-9927,
Lisa Agnew's Home Child Care,Ontario,Eganville,Wellington St Eganville ON,Infant Toddler Kindergarten Preschool Schoolage,613.628.9222,
Robin's Home Child Care,Ontario,Eganville,Queen Eganville ON,Infant Toddler,613-628-5204,
Elgin And District Cooperative Nursery School,Ontario,Elgin,77 Main Street Elgin ON,Preschool,613-359-6611,
Claire Dimock Children's Centre,Ontario,Elliot Lake,12 Westhill Road Elliot Lake ON,Infant Toddler Preschool Schoolage,705-848-9545,
Garderie Des Petits Amis,Ontario,Elliot Lake,140 Hillside Dr. N. Elliot Lake ON,Infant Toddler Preschool Schoolage,705-848-4747,
Garderie Petit Tresor,Ontario,Elliot Lake,160 Spruce Street Elliot Lake ON,Preschool,705-848-7591,
Little Treasures Children's Centre,Ontario,Elliot Lake,160 Spruce Street Elliot Lake ON,Infant Toddler Preschool Schoolage,705-848-4904,
Elmira Children's Centre,Ontario,Elmira,22 Mockingbird Drive Elmira ON,Toddler Kindergarten Preschool,519-669-8411,
Elmira Community Nursery School,Ontario,Elmira,250 William St. Elmira ON,Toddler Preschool,519-669-2609,
Sweet Dreams Baby Care,Ontario,Elmira,Bristow Creek Drive Elmira ON,Infant Toddler Kindergarten Preschool,519-957-2257,
Elmvale Co-Operative Nursery School,Ontario,Elmvale,27 Yonge Street South Elmvale ON,Preschool,705-790-4339,
ABC Home Daycare,Ontario,Elora,colborne street Elora ON,Infant Toddler Kindergarten Preschool Schoolage,519-265-5027,
Elora Home Daycare,Ontario,Elora,Carlton PL Elora ON,Infant Toddler Preschool,519-546-8917,
Little Angels Development-Elora,Ontario,Elora,30 Geddes St. Elora ON,Toddler Kindergarten Preschool,519-846-1276,
Mother's Children,Ontario,Elora,Wilson Cresent Elora ON,Kindergarten Schoolage,519 846 2737,
Zorra Highland School Age Program,Ontario,Embro,R.r. # 1 Embro ON,Toddler Preschool Schoolage,519-475-4121,
Cambridge Circle Of Friends,Ontario,Embrun,2123 Route 500 Embrun ON,Preschool Schoolage,613-443-4428,
Centre ̉ducatif Du Tr̩sor,Ontario,Embrun,964 Notre Dame Embrun ON,Toddler Kindergarten Preschool Schoolage,613-443-1414,
Debby's Daycare,Ontario,Embrun,Fleurette Street Embrun ON,Infant Toddler,6134431197,
Garderie Chez Angel's Daycare,Ontario,Embrun,Lapointe blvd Embrun ON,Toddler Kindergarten Preschool Schoolage,613-914-3875,
Garderie Des Amis,Ontario,Embrun,1081 Rue Notre-Dame Embrun ON,Toddler Preschool Schoolage,613-443-0643,
Grow Soo Fast,Ontario,Embrun,dignard st Embrun ON,Infant Toddler Kindergarten Preschool Schoolage,613-370-0899,
Happy All Day Daycare,Ontario,Embrun,61 lamadeleine blvd Embrun ON,Infant Toddler Kindergarten Preschool Schoolage,613- 370-0200,
Hugs And Tugs Home Daycare,Ontario,Embrun,Lachaine st Embrun ON,Infant Toddler Preschool,6138686173,
Jo-Ann's Penguin Hands Private Daycare,Ontario,Embrun,6 Cecile Street Embrun Ontario Embrun ON,Infant Toddler Kindergarten Preschool Schoolage,613-443-5240,
Lakeshore Township Community Daycare Centre,Ontario,Emeryville,1201 Church St. Emeryville ON,Kindergarten Schoolage,519-727-3711,
Your Wooden Treehouse Day Care,Ontario,Emeryville,1204 County Road 22 Emeryville ON,Infant Toddler Preschool Schoolage,519-727-8939,
Evergreen After School Program,Ontario,Emsdale,2510 Highway 592 N. Emsdale ON,Kindergarten Schoolage,705-746-7777,
Highlands Children's Centre,Ontario,Emsdale,Hwy 592 North Emsdale ON,Toddler Kindergarten Preschool Schoolage,705-636-0202,
Englehart And Area Child Care Centre,Ontario,Englehart,80 8th Avenue Englehart ON,Toddler Kindergarten Preschool Schoolage,705-544-2448,
Temiskaming Wee Care Day Care,Ontario,Englehart,80 4th Street Englehart ON,Toddler Kindergarten Preschool Schoolage,705-544-2186,
Timiskaming Brighter Futures Preschool,Ontario,Englehart,40 3rd Avenue Englehart ON,Toddler Preschool,705-567-9201,
Amys Daycare,Ontario,Erin,Sandalwood Dr Erin ON,Infant Toddler Kindergarten Preschool Schoolage,4168980546,
Appleseed Child Care Centre,Ontario,Erin,9 Main Street Erin ON,Toddler Preschool,519-855-6340,
Appleseed Child Care Centre,Ontario,Erin,185 Daniel Street Erin ON,Toddler Preschool Schoolage,519-833-9685 Ext:411,
Appleseed Child Care Centre,Ontario,Erin,9426 Wellington Road Erin ON,Toddler Preschool Schoolage,519-833-0994,
Station Road Co-Op. Nursery School,Ontario,Erin,14 Boland Drive Erin ON,Preschool,519-833-2882,
All Star Children Services,Ontario,Espanola,333 Boulevard Mead Espanola ON,Preschool Schoolage,705-848-4800,
"Our Children, Our Future-Nos Enfants, Notre Avenir",Ontario,Espanola,273 Mead Blvd. Espanola ON,Kindergarten Preschool Schoolage,705-677-0440,
The One Tot Stop Day Care,Ontario,Espanola,128 Park Street Espanola ON,Preschool Schoolage,705-869-3282,
First Steps Child Care,Ontario,Essex,169 Irwin Avenue Essex ON,Infant Toddler Kindergarten Preschool Schoolage,519-776-6863,
Once Upon A Time Child Care Centre,Ontario,Essex,200 Fairview Ave. W. Essex ON,Toddler Kindergarten Preschool,519-776-6555,
Story Book Early Learning Centre,Ontario,Essex,492 County Rd. 8 Essex ON,Kindergarten Schoolage,519-776-5044,
Story Book Early Learning Centre,Ontario,Essex,26 Arthur Avenue Essex ON,Infant Toddler Kindergarten Preschool,519-776-7772,
Munchkinz Preschool,Ontario,Etobicoke,260 The Queensway Etobicoke ON,Toddler Preschool,(416) 252-0600,
!UDO Home Daycare,Ontario,Etobicoke,11 Hargrove Lane Etobicoke ON,Infant Toddler Kindergarten Preschool,647-200-9171,
Alma's Home Daycare,Ontario,Etobicoke,Richiview Rd Etobicoke ON,Infant Toddler Preschool,(416) 389 1095,
BABY QUEEN,Ontario,Etobicoke,the east mall Etobicoke ON,Toddler Kindergarten Preschool Schoolage,6475715701,
Blue Feather Daycare,Ontario,Etobicoke,22 Windsor St. Etobicoke ON,Infant Toddler Kindergarten Preschool,647-351-7176,
Bright Infinite Child Care,Ontario,Etobicoke,Twenty Ninth Street Etobicoke ON,Toddler Preschool,647 3007878,
Brighton Child Care,Ontario,Etobicoke,Ash Cres. Etobicoke ON,Infant Toddler Preschool,6472072329,
Caterpillar And Co.,Ontario,Etobicoke,55 Chauncey Avenue Etobicoke ON,Infant Toddler Kindergarten Preschool,416-239-2888,
Children's Casa Montessori School,Ontario,Etobicoke,Carsbrooke Rd Etobicoke ON,Kindergarten Schoolage,416-523-1565,
Dana Home Daycare,Ontario,Etobicoke,Islington Ave. Etobicoke ON,Infant Toddler Preschool,416 234 8839,
Doodlebear,Ontario,Etobicoke,Thornbush Crescent Etobicoke ON,Infant Toddler Preschool,6473933244,
Relouw Early Childhood Learning Centre,Ontario,Exeter,80 Victoria St.e. Exeter ON,Infant Toddler Kindergarten Preschool Schoolage,519-235-0710,
Bobcaygeon Nursery School And Daycare,Ontario,Fenelon Falls,36 Wychwood Dr. Fenelon Falls ON,Preschool Schoolage,705-887-9524,
Angel's Child Care,Ontario,Fergus,103 Wesstminster Cres Fergus ON,Toddler Kindergarten Preschool Schoolage,647-527-8286,
Barefeet Day Care,Ontario,Fergus,415 Elgin st Fergus ON,Infant Toddler Kindergarten Preschool Schoolage,(519)843-6730,
Community Resource Centre Child Care,Ontario,Fergus,Community Resource Centre Child Care Fergus ON,Preschool Schoolage,519-843-6632,
Heather's Half Pints Home Daycare,Ontario,Fergus,Watt St. Fergus ON,Toddler Kindergarten Preschool Schoolage,591-843-7383,
Itsy Bitsy,Ontario,Fergus,270 Tower Street South fergus ON,Infant Toddler Preschool,5199930299,
Little Angels Development,Ontario,Fergus,10 Sideroad 18 Fergus ON,Infant Toddler Kindergarten Preschool,519-787-0142,
Nanny Tammy's Home Daycare,Ontario,Fergus,St George St W Fergus ON,Infant Toddler Preschool,(519)829-0637,
Fonthill Montessori Preschool,Ontario,Fonthill,Fonthill Montessori Preschool Fonthill ON,Kindergarten Preschool,905-892-0522,
Loving Arms Christian Home Daycare,Ontario,Fonthill,Brewerton Blvd Fonthill ON,Infant Toddler Kindergarten Preschool Schoolage,9057146340,
Maple Crest Early School,Ontario,Fonthill,1419 Pelham Street Fonthill ON,Preschool,905-892-4865,
St. Alexander - YMCA,Ontario,Fonthill,26 Highway 20 East Fonthill ON,Schoolage,905-892-4645,
The Fonthill Baptist Church Nursery School,Ontario,Fonthill,1 Church Hill Street Fonthill ON,Preschool,905-892-3929,
Way To Grow Pelham,Ontario,Fonthill,1337 Haist Street Fonthill ON,Kindergarten Schoolage,905-892-0922,
Birds And Blossoms,Ontario,Forest,Albert Street Forest ON,Infant Toddler Preschool,226-932-1568,
Chippewas Of Kettle And Stony Point,Ontario,Forest,9172 Tecumseh Dr Forest ON,Toddler Kindergarten Preschool,519-786-4255,
Chippewas Of Kettle And Stony Point,Ontario,Forest,6265 Indian Lane Forest ON,Kindergarten Schoolage,519-786-4940,
Cutie Patootie Child Care,Ontario,Forest,5607 Michigan Line Forest ON,Infant Toddler Kindergarten Preschool Schoolage,519-786-4532,
North Lambton Child Care Centre,Ontario,Forest,44 Main Street Forest ON,Kindergarten Preschool Schoolage,519-786-6161,
North Lambton Child Care Centre,Ontario,Forest,63 Macdonald Street Forest ON,Kindergarten Preschool Schoolage,519-786-6161,
North Lambton Child Care Centre,Ontario,Forest,37 Morris Street Forest ON,Infant Toddler Preschool,519-786-6161,
Toddle-In Co-Operative Nursery School,Ontario,Forest,12 Main St. North Forest ON,Preschool,519-786-5263,
Whashtawin Head Start Centre,Ontario,Fort Albany,1 School Road Fort Albany ON,Toddler Preschool,705-278-3372,
Ej Freeland Child Care Centre,Ontario,Fort Erie,1555 Garrison Road Fort Erie ON,Infant Toddler Preschool Schoolage,905-871-9622,
Fort Erie Co-Operative Nursery School,Ontario,Fort Erie,32 Idlewylde Street Fort Erie ON,Preschool,905-871-2244,
Fort Erie Native Cultural Centre Aboriginal Headstart Program,Ontario,Fort Erie,64 Jarvis Street Fort Erie ON,Preschool,905-994-1761,
Fort Erie Regional Child Care Centre,Ontario,Fort Erie,94 Catherine Street Fort Erie ON,Kindergarten Preschool,905-871-7706,
School Outreach And Remedial Program,Ontario,Fort Erie,1088 Garrison Road Fort Erie ON,Schoolage,905-871-9485,
Under The Rainbow - Wakanioten Child Care,Ontario,Fort Erie,748 Buffalo Road Fort Erie ON,Infant Toddler Preschool Schoolage,905-871-2275 Ext:224,
YMCA - Fort Erie Public School,Ontario,Fort Erie,474 Central Avenue Fort Erie ON,Kindergarten Schoolage,905-871-9622,
YMCA - Our Lady Of Victory,Ontario,Fort Erie,10 High Street Fort Erie ON,Kindergarten Schoolage,905-994-1829,
YMCA - St. Philomena,Ontario,Fort Erie,1332 Phillips Road Fort Erie ON,Schoolage,905-359-9622,
YMCA Education Centre,Ontario,Fort Erie,1495 Evelyn Road Fort Erie ON,Kindergarten Preschool Schoolage,905-871-5514,
Fort Frances Day Care Centre,Ontario,Fort Frances,1150 Portage Ave. Fort Frances ON,Toddler Preschool Schoolage,807-274-5457,
Fort Frances Nursery School,Ontario,Fort Frances,340 Church Street Fort Frances ON,Preschool,807-274-5653,
Jeanna's Home Childcare,Ontario,Fort Frances,Church Street Fort Frances ON,Infant Toddler Kindergarten Preschool Schoolage,8072706716,
Zaagi-Idiwin Aboriginal Head Start Program,Ontario,Fort Frances,308 Butler Avenue Fort Frances ON,Preschool,807-274-7244,
Andrea's Foxboro Childcare,Ontario,Foxboro,485 Ashley St Foxboro ON,Infant Toddler Kindergarten Preschool Schoolage,613-962-1242,
Foxboro Home Daycare,Ontario,Foxboro,7 Wilson Rd. Foxboro ON,Toddler Kindergarten Preschool Schoolage,613-966-7096,
Busy Bees Day Home,Ontario,Frankford,King Drive Frankford ON,Infant Toddler Kindergarten Preschool Schoolage,613-661-8592,
Community Partners For Success Co-Operative Quinte,Ontario,Frankford,994 Will Johnson Road Frankford ON,Kindergarten Schoolage,613-398-1881,
Ericas Child Care,Ontario,Frankford,south wellington street Frankford ON,Infant Toddler Kindergarten Preschool Schoolage,6138470159,
Little Lambs Childcare,Ontario,Frankford,Mill st Frankford ON,Infant Toddler Kindergarten Preschool Schoolage,6133918581,
Stockdale Child Care,Ontario,Frankford,dave drive frankford ON,Infant Toddler Kindergarten Preschool Schoolage,(613) 403-6512,
Garson Little Learners Home Daycare,Ontario,Garson,Ashgrove St. Garson ON,Infant Toddler Kindergarten Preschool Schoolage,705-507-6600,
Garson Private Home Childcare,Ontario,Garson,Metcalfe Garson ON,Infant Toddler Kindergarten Preschool Schoolage,705-459-0025,
Laurie's Home Daycare,Ontario,Garson,O'Donohgue Drive Garson ON,Infant Toddler Kindergarten Preschool,705 693-0988,
Palm Tree Child Care,Ontario,Garson,255 ONeil Dr East GARSON ON,Toddler Preschool,705-550-0271,
Young Family Childcare,Ontario,Garson,Skead Road Garson ON,Infant Toddler Preschool,7059209315,
*Teacher Friendly* Georgetown Home Childcare,Ontario,Georgetown,Jersey Lane Georgetown ON,Infant Toddler Preschool,905-703-8102,
ABC 123 Home Quality Daycare,Ontario,Georgetown,601-115 John St Georgetown ON,Infant Toddler Kindergarten Preschool,289-891-9679,
ABC123 Home Daycare Quality,Ontario,Georgetown,115 John st Apt 601 Buzzer 1315 Georgetown ON,Infant Toddler Preschool Schoolage,416-997-8741,
Amanda Marciano Home Daycare,Ontario,Georgetown,1 Harding Street Georgetown ON,Infant Toddler Preschool,905-702-1832,
Apples And Angels Montessori School And Daycare,Ontario,Georgetown,83 Main Street N Georgetown ON,Toddler Preschool,9052301777,
Aunty Michelle's Home DayCare,Ontario,Georgetown,weber Drive Georgetown ON,Infant Toddler Kindergarten Preschool Schoolage,905-965-6422,
Busy Bees Home Daycare,Ontario,Georgetown,Chetholme Place Georgetown ON,Toddler Kindergarten Preschool Schoolage,905-873-7061,
Childcare,Ontario,Georgetown,Barber Drive Georgetown ON,Infant Toddler Preschool,,
Cute As A Button Daycare,Ontario,Georgetown,Main Street North Georgetown ON,Toddler Preschool,,
Cutest Daycare,Ontario,Georgetown,georgetown Georgetown ON,Infant,,
