,Unnamed: 0,facility,type,community,agegroups,district,address,operator,num_spaces,age,licence_status
754,754,Wee Care 2,Full-time Centre,Campbellton,Preschool,Anglophone North,113  Arran   Street Campbellton E3N 1M1 (506) 789-1802,MICHAEL NOEL,51,"Preschool, School-age",Active
755,755,Wee College Amirault 1,Part-time Centre,Dieppe,Preschool,Anglophone East,281  Amirault   Street Dieppe E1A 1G1 (506) 899-4558,Edumore Holdings Inc.,46,"Preschool, School-age",Active
756,756,Wee College Amirault 2,Part-time Centre,Dieppe,Preschool,Anglophone East,281  Amirault   Street Dieppe E1A 1G1 (506) 899-4558,Edumore Holdings Inc.,30,"Preschool, School-age",Active
757,757,WEE COLLEGE BESSBOROUGH 1,Part-time Centre,Moncton,School-age,Anglophone East,110  Athlone   Avenue Moncton E1E 1S5 (506) 830-1802,WEE COLLEGE INC,58,School-age,Active
758,758,WEE COLLEGE BESSBOROUGH 2,Part-time Centre,Moncton,School-age,Anglophone East,110  Athlone   Avenue Moncton E1E 1S5 (506) 830-1802,WEE COLLEGE INC,42,School-age,Active
759,759,WEE COLLEGE CORNER,Full-time Centre,Moncton,Infant,Anglophone East,10  Evergreen   Drive Moncton E1G 1N1 (506) 854-1600,M & K Talbot Childcare Center Inc.,60,"Infant, Preschool",Active
760,760,WEE COLLEGE CORNER YOUTH,Part-time Centre,Moncton,School-age,Anglophone East,10  Evergreen   Drive Moncton E1G 1N1 (506) 854-1600,M & K Talbot Childcare Center Inc.,24,School-age,Active
761,761,WEE COLLEGE CRANDALL,Part-time Centre,Moncton,School-age,Anglophone East,333  Gorge   Road Moncton E1G 3H9 (506) 233-1600,M & K Talbot Childcare Center Inc.,60,School-age,Active
762,762,Wee College Downtown Early Learning Campus 1,Full-time Centre,Moncton,Infant,Anglophone East,465  Main   Street Moncton E1C 1C2 (506) 899-4558,Edumore Holdings Inc.,53,"Infant, Preschool, School-age",Active
763,763,Wee College Downtown Early Learning Campus 2,Full-time Centre,Moncton,Infant,Anglophone East,465  Main   Street Moncton E1C 1C2 (506) 899-4558,Edumore Holdings Inc.,51,"Infant, Preschool",Active
764,764,WEE COLLEGE HILDEGARD CAMPUS 1,Full-time Centre,Moncton,Infant,Anglophone East,31  Hildegard   Drive Moncton E1G 2G5 (506) 830-2400,M & K Talbot Childcare Center Inc.,34,"Infant, Preschool",Active
765,765,WEE COLLEGE HILDEGARD CAMPUS 2,Full-time Centre,Moncton,Preschool,Anglophone East,31  Hildegard   Drive Moncton E1G 2G5 (506) 830-2400,M & K Talbot Childcare Center Inc.,42,"Preschool, School-age",Active
766,766,Wee College Homestead,Full-time Centre,Steeves Mountain,Infant,Anglophone East,47529  Homestead   Road Steeves Mountain E1G 4P6 (506) 204-2500,Spero Enterprises Inc.,55,"Infant, Preschool, School-age",Active
767,767,Wee College Pine Glen,Part-time Centre,Riverview,School-age,Anglophone East,213  Pine Glen   Road Riverview E1B 4V1 (506) 381-8511,JMJA WALSH CHILDCARE LTD.,36,School-age,Active
768,768,Wee College Pine Glen Too,Part-time Centre,Riverview,School-age,Anglophone East,213  Pine Glen   Road Riverview E1B 4V1 (506) 381-8511,JMJA WALSH CHILDCARE LTD.,56,School-age,Active
769,769,Wee College Salisbury,Full-time Centre,Salisbury,Infant,Anglophone East,3118  Main   Street Salisbury E4J 2L6 (506) 875-4009,Nevan Enterprises Inc.,58,"Infant, Preschool, School-age",Active
770,770,WEE COLLEGE TRITES,Full-time Centre,Riverview,Infant,Anglophone East,1  Trites   Road Riverview E1B 2V5 (506) 388-1800,JMJA WALSH CHILDCARE LTD.,37,"Infant, Preschool, School-age",Active
771,771,WEE COLLEGE TRITES TOO,Full-time Centre,Riverview,Preschool,Anglophone East,1  Trites   Road Riverview E1B 2V5 (506) 388-1800,JMJA WALSH CHILDCARE LTD.,59,Preschool,Active
772,772,WEE COLLEGE YOUTH CONNECTION,Part-time Centre,Riverview,School-age,Anglophone East,153  Canusa   Drive Riverview E1B 2W6 (506) 863-1800,JMJA WALSH CHILDCARE LTD.,45,School-age,Active
773,773,WEE COLLEGE YOUTH CONNECTION TOO,Part-time Centre,Riverview,School-age,Anglophone East,153  Canusa   Drive Riverview E1B 2W6 (506) 863-1800,JMJA WALSH CHILDCARE LTD.,45,School-age,Active
774,774,Welamukotuk Early Learning Centre,Full-time Centre,Oromocto,Preschool,Anglophone West,33  Hiawatha   Avenue Oromocto E2V 2W2 (506) 357-3570,Oromocto First Nation,36,Preschool,Active
775,775,WEST SIDE COOP PRESCHOOL,Full-time Centre,Saint John,Infant,Anglophone South,50  Dexter   Drive Saint John E2M 4M4 (506) 635-8294,WEST SIDE COOP PRESCHOOL LTD.,40,"Infant, Preschool",Active
776,776,WESTFIELD AFTER SCHOOL 1,Part-time Centre,Grand Bay-Westfield,School-age,Anglophone South,147  Nerepis   Road Grand Bay-Westfield E5K 2Z5 (506) 738-8103,686127 NB INC.,30,School-age,Active
777,777,WESTON'S WEE ONES,Home,Moncton,Infant,Anglophone East,51  Weston   Street Moncton E1A 7B8 (506) 388-4133,DEBORAH HATCHARD,6,"Infant, Preschool, School-age",Active
778,778,WIGGLES AND GIGGLES EARLY LEARNING CENTER,Full-time Centre,Sackville,Infant,Anglophone East,55  King   Street Sackville E4L 3G4 (506) 939-2274,WIGGLES & GIGGLES EARLY LEARNING CENTER INC.,52,"Infant, Preschool, School-age",Active
779,779,Willow Bend Early Learning Centre,Full-time Centre,Moncton,Infant,Anglophone East,1097  Salisbury   Road Moncton E1E 3V9 (506) 863-4251,Willow Bend Early Learning Centre Inc.,31,"Infant, Preschool",Active
780,780,WONDERLAND AFTER SCHOOL PROGRAM,Full-time Centre,Norton,Preschool,Anglophone South,1903  121   Route Norton E5T 1B4 (506) 839-1918,WONDERLAND CHILD CARE,46,"Preschool, School-age",Active
781,781,WONDERLAND CHILD CARE,Full-time Centre,Norton,Preschool,Anglophone South,1903  121   Route Norton E5T 1B4 (506) 839-1918,WONDERLAND CHILD CARE,49,Preschool,Active
782,782,WONDERLAND CUB CLUB AFTER SCHOOL PROGRAM - BELLEISLE,Part-time Centre,Norton,School-age,Anglophone South,4  Upper Midland   Road Norton E5T 1Z6 (506) 434-1875,WONDERLAND CHILD CARE,21,School-age,Active
783,783,WONDERLAND INFANT CARE CENTRE,Full-time Centre,Norton,Infant,Anglophone South,1903  121   Route Norton E5T 1B4 (506) 839-1918,WONDERLAND CHILD CARE,18,Infant,Active
784,784,Woodstock After School Program,Part-time Centre,Woodstock,School-age,Anglophone West,1 145  Connell Park   Road Woodstock E7M 1M5 (506) 328-9722,WOODSTOCK CHILD CARE INC.,43,School-age,Active
785,785,Woodstock Child Care,Full-time Centre,Woodstock,Infant,Anglophone West,1 145  Connell Park   Road Woodstock E7M 1M5,WOODSTOCK CHILD CARE INC.,41,"Infant, Preschool",Active
786,786,Woodstock Christian Academy,Full-time Centre,Woodstock,Infant,Anglophone West,192  Broadway   Street Woodstock E7M 6B3 (506) 328-8619,Woodstock Christian Academy,36,"Infant, Preschool, School-age",Active
787,787,Y of Greater Saint John--St. George Afterschool Program,Part-time Centre,St. George,School-age,Anglophone South,11  J.O. Spinney   Drive St. George E5C 3H7 (506) 849-5784,YMCA OF GREATER SAINT JOHN INC.,60,School-age,Active
788,788,YMCA AFTERSCHOOL - MONCTON,Part-time Centre,Moncton,School-age,Anglophone East,30  War Veterans   Avenue Moncton E1C 0B3 (506) 857-0606,GREATER MONCTON Y.M.C.A. INC.,60,School-age,Active
789,789,YMCA Afterschool Youth Program and Preschool,Part-time Centre,Fredericton,Preschool,Anglophone West,570  York   Street Fredericton E3B 3R2 (506) 462-3000,Fredericton YMCA Inc.,40,"Preschool, School-age",Active
790,790,YMCA CHILDCARE,Full-time Centre,Moncton,Preschool,Anglophone East,30  War Veterans   Avenue Moncton E1C 0B3 (506) 862-0899,GREATER MONCTON Y.M.C.A. INC.,60,Preschool,Active
791,791,YMCA Day Care and Kiddies Kollege,Full-time Centre,Fredericton,Preschool,Anglophone West,570  York   Street Fredericton E3B 3R2 (506) 462-3000,Fredericton YMCA Inc.,46,Preschool,Active
792,792,YMCA Early Learning Centre Preschool and After School,Full-time Centre,Saint John,Preschool,Anglophone South,223  St. James   Street Saint John E2L 1W3 (506) 646-2106,YMCA OF GREATER SAINT JOHN INC.,44,"Preschool, School-age",Active
793,793,YMCA J.D. Irving Room ASP,Part-time Centre,Fredericton,School-age,Anglophone West,570  York   Street Fredericton E3B 3R2 (506) 462-3000,Fredericton YMCA Inc.,40,School-age,Active
794,794,YMCA Nashwaaksis After School Program,Part-time Centre,Fredericton,School-age,Anglophone West,46  Main   Street Fredericton E3A 1C1 (506) 462-3000,Fredericton YMCA Inc.,60,School-age,Active
795,795,YMCA of Greater Moncton - North End,Part-time Centre,Moncton,School-age,Anglophone East,70  Twin Oak   Drive Moncton E1G 0A1 (506) 862-0899,GREATER MONCTON Y.M.C.A. INC.,60,School-age,Active
796,796,YMCA OF GREATER SAINT JOHN ROTHESAY AFTER SCHOOL PROGRAM,Part-time Centre,Rothesay,School-age,Anglophone South,230  Eriskay   Drive Rothesay E2E 5G7 (506) 847-7584,YMCA OF GREATER SAINT JOHN INC.,45,School-age,Active
797,797,YMCA of Greater Saint John After School and Pre-School Program,Full-time Centre,Saint John,Preschool,Anglophone South,191  Churchill   Boulevard Saint John E2K 3E2 (506) 646-2102,YMCA OF GREATER SAINT JOHN INC.,53,"Preschool, School-age",Active
798,798,YMCA OF GREATER SAINT JOHN EARLY LEARNING CENTRE,Full-time Centre,Saint John,Infant,Anglophone South,223  St. James   Street Saint John E2L 1W3 (506) 693-9057,YMCA OF GREATER SAINT JOHN INC.,54,"Infant, Preschool",Active
799,799,YMCA OF GREATER SAINT JOHN HAZEN WHITE-ST. FRANCIS,Full-time Centre,Saint John,Preschool,Anglophone South,538  Sandy Point   Road Saint John E2K 3S2,YMCA OF GREATER SAINT JOHN INC.,18,Preschool,On Hold
800,800,YMCA OF GREATER SAINT JOHN INC.,Full-time Centre,Saint John,Preschool,Anglophone South,129  McAllister   Drive Saint John E2J 2S6 (506) 646-2102,YMCA OF GREATER SAINT JOHN INC.,39,"Preschool, School-age",Active
801,801,YMCA OF GREATER SAINT JOHN INC.,Full-time Centre,Saint John,Infant,Anglophone South,129  McAllister   Drive Saint John E2J 2S6 (506) 646-2102,YMCA OF GREATER SAINT JOHN INC.,52,"Infant, Preschool",Active
802,802,YMCA OF GREATER SAINT JOHN INC.,Part-time Centre,Saint John,School-age,Anglophone South,25  Evergreen   Avenue Saint John E2N 1H3 (506) 646-2102,YMCA OF GREATER SAINT JOHN INC.,29,School-age,Active
803,803,YMCA OF GREATER SAINT JOHN LAKEWOOD HEIGHTS AFTER SCHOOL PROGRAM,Part-time Centre,Saint John,School-age,Anglophone South,56  Lensdale   Crescent Saint John E2J 3P3 (506) 658-2816,YMCA OF GREATER SAINT JOHN INC.,45,School-age,Active
804,804,YMCA OF GREATER SAINT JOHN REGIONAL CHILD CARE,Full-time Centre,Saint John,Preschool,Anglophone South,191  Churchill   Boulevard Saint John E2K 3E2 (506) 646-2384,YMCA OF GREATER SAINT JOHN INC.,53,Preschool,Active
805,805,YMCA OF GREATER SAINT JOHN REGIONAL INFANT AND TODDLER CARE,Full-time Centre,Saint John,Infant,Anglophone South,191  Churchill   Boulevard Saint John E2K 3E2 (506) 646-2384,YMCA OF GREATER SAINT JOHN INC.,37,"Infant, Preschool",Active
806,806,YMCA OF GREATER SAINT JOHN ST. MARK'S AFTER SCHOOL PROGRAM,Part-time Centre,Saint John,School-age,Anglophone South,50  Dexter   Drive Saint John E2M 4M4 (506) 693-9057,YMCA OF GREATER SAINT JOHN INC.,40,School-age,Active
807,807,YMCA OF GREATER SJ Q-PLEX AFTER SCHOOL PROGRAM - DOWNSTAIRS,Part-time Centre,Quispamsis,School-age,Anglophone South,20  Randy Jones   Way Quispamsis E2E 0P1 (506) 849-5784,YMCA OF GREATER SAINT JOHN INC.,29,School-age,Active
808,808,YMCA of Greater SJ Forest Glen After School Program,Part-time Centre,Saint John,School-age,Anglophone South,651  Westmorland   Road Saint John E2J 2H3 (506) 658-2816,YMCA OF GREATER SAINT JOHN INC.,60,School-age,Active
809,809,YMCA OF GREATER SJ MCC AFTER SCHOOL PROGRAM,Part-time Centre,Saint John,School-age,Anglophone South,99  Daniel   Avenue Saint John E2K 4P3 (506) 632-6157,YMCA OF GREATER SAINT JOHN INC.,60,School-age,Active
810,810,YMCA OF GREATER SJ MCC CHILDCARE AND AFTER SCHOOL PROGRAM,Full-time Centre,Saint John,Preschool,Anglophone South,99  Daniel   Avenue Saint John E2K 4P3 (506) 632-6157,YMCA OF GREATER SAINT JOHN INC.,60,"Preschool, School-age",Active
812,812,YMCA OF GREATER SJ PRINCE CHARLES AFTER SCHOOL PROGRAM,Part-time Centre,Saint John,School-age,Anglophone South,319  Union   Street Saint John E2L 1B3 (506) 646-2106,YMCA OF GREATER SAINT JOHN INC.,23,School-age,On Hold
813,813,YMCA OF GREATER SJ Q-PLEX AFTER SCHOOL PROGRAM - UPSTAIRS,Part-time Centre,Quispamsis,School-age,Anglophone South,20  Randy Jones   Way Quispamsis E2E 0P1 (506) 849-5784,YMCA OF GREATER SAINT JOHN INC.,60,School-age,Active
814,814,YMCA Park St ASP,Part-time Centre,Fredericton,School-age,Anglophone West,111  Park   Street Fredericton E3A 2J6 (506) 462-3000,Fredericton YMCA Inc.,30,School-age,Active
815,815,YMCA Preschool and Afterschool Adventurers,Part-time Centre,Fredericton,Preschool,Anglophone West,570  York   Street Fredericton E3B 3R2 (506) 462-3000,Fredericton YMCA Inc.,38,"Preschool, School-age",Active
816,816,YMCA Royal Rd. ASP,Part-time Centre,Fredericton,School-age,Anglophone West,340  Royal   Road Fredericton E3G 6J9 (506) 462-3000,Fredericton YMCA Inc.,30,School-age,Active
817,817,YORK STREET CHILDREN'S CENTRE INC.,Full-time Centre,Sackville,Infant,Anglophone East,40  York   Street Sackville E4L 4R4 (506) 536-4325,YORK STREET CHILDREN'S CENTRE INC.,39,"Infant, Preschool, School-age",Active
818,818,YOUNG EXPLORERS LEARNING CENTER,Full-time Centre,Riverview,Preschool,Anglophone East,122  McClellan   Avenue Riverview E1B 1X2 (506) 878-7545,Young Explorers Learning Center Inc.,46,"Preschool, School-age",Active
819,819,YOUTH DISCOVERY CENTER,Part-time Centre,Riverview,Preschool,Anglophone East,A 150  Trites   Road Riverview E1B 3L9 (506) 387-4989,679028 N.B. INC.,45,"Preschool, School-age",Active
820,820,Youth In Action Centre Jeunes en Action,Part-time Centre,Campbellton,School-age,Francophone Nord-Est,44  Boulevard   Salmon   Campbellton E3N 3T7 (506) 753-4570,Restigouche Entrepreneurship Centre Inc.,60,School-age,Active
821,821,YW Margie's Early Learning Centre,Full-time Centre,Moncton,Infant,Anglophone East,135  Kendra   Street Moncton E1C 9V9 (506) 855-4349,The Young Women's Christian Association of Moncton Inc.,60,"Infant, Preschool",Active
822,822,YW/ACADEMIE DES AMIS / FRIENDS ACADEMY,Part-time Centre,Moncton,School-age,Anglophone East,135  Kendra   Street Moncton E1C 9V9 (506) 855-4349,The Young Women's Christian Association of Moncton Inc.,20,School-age,Active
823,823,Garderie La Villa des Amis Lte,Full-time Centre,Tracadie Beach,Preschool,Francophone Nord-Est,6830  Route   11   Tracadie Beach E1X 4P4 (506) 394-3573,GARDERIE LA VILLA DES AMIS,36,"Preschool, School-age",Active
824,824,Garderie Les amis de Madi,Full-time Centre,Grand-Sault/Grand Falls,Infant,Francophone Nord-Ouest,255  rue   Main   Grand-Sault/Grand Falls E3Z 2W1 (506) 426-1532,Madi's Friends Daycare Ltd.,47,"Infant, Preschool, School-age",Active
825,825,Garderie les Farfelues,Home,Saint-Quentin,Infant,Francophone Nord-Ouest,154  rue   Canada   Saint-Quentin E8A 1G7 (506) 235-2196,JESSIE BRUB,6,"Infant, Preschool, School-age",Active
826,826,Garderie Les Lucioles,Part-time Centre,Fredericton,School-age,Francophone Sud,  Drive   Eco Terra   Fredericton E3A 9M1 (506) 453-7700,Service de Garde L'Envole Inc.,60,School-age,Active
