,Facility Number,Phone,Region,Area,Neighourhood,School Division,Type of Facility,Age Type,Facility Open On,Total Child Care Spaces,Address,Legal Name
1029,50689,(204) 668-5135,WINNIPEG,River East,SPRINGFIELD NORTH,RIVER EAST TRANSCONA SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,"185 Sun Valley Drive Winnipeg, MB ",Terry Van Roose
1030,3110,(204) 338-0701,WINNIPEG,Seven Oaks,GARDEN CITY,SEVEN OAKS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"second floor classroom, gym, sportsplex 725 Kingsbury Avenue (Ave) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1031,3110,(204) 338-0701,WINNIPEG,Seven Oaks,GARDEN CITY,SEVEN OAKS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"second floor classroom, gym, sportsplex 725 Kingsbury Avenue (Ave) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1032,102182,(204) 832-9037,WINNIPEG,Assiniboine South,VIALOUX,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,64,"Unit D - 3525 Roblin  Boulevard (Blvd) Winnipeg, MB ",The Prep Montessori Daycare
1033,3034,(204) 786-5066,WINNIPEG,Inkster,WESTON,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,59,"1390 Roy  Avenue (Ave) Winnipeg, MB ",The Governing Council of The Salvation Army in Canada
1034,2256,(204) 779-5093,WINNIPEG,Downtown,SPENCE,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,36,"100 - 475 Sargent Street Winnipeg, MB ",Thrive Community Support Circle Inc.
1035,2256,(204) 779-5093,WINNIPEG,Downtown,SPENCE,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,36,"100 - 475 Sargent Street Winnipeg, MB ",Thrive Community Support Circle Inc.
1036,102509,(204) 297-9326,WINNIPEG,Point Douglas,LUXTON,WINNIPEG SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,"142 Bannerman Avenue (Ave) Winnipeg, MB ",Family or Group Child  Care Home *
1037,102509,(204) 297-9326,WINNIPEG,Point Douglas,LUXTON,WINNIPEG SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,6,"142 Bannerman Avenue (Ave) Winnipeg, MB ",Family or Group Child  Care Home *
1038,1059,(204) 222-3113,WINNIPEG,Transcona,RADISSON,RIVER EAST TRANSCONA SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,78,"1800 Winona Street Winnipeg, MB ",Transcona Jaycees Day Care Centre Inc.
1039,1059,(204) 222-3113,WINNIPEG,Transcona,RADISSON,RIVER EAST TRANSCONA SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,78,"1800 Winona Street Winnipeg, MB ",Transcona Jaycees Day Care Centre Inc.
1040,9363,(204) 453-1658,WINNIPEG,River Heights,RIVERVIEW,WINNIPEG SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Trish Cassie
1041,2295,(204) 633-9027,WINNIPEG,Inkster,TYNDALL PARK,WINNIPEG SCHOOL DIVISION,Centre/Nursery,"Infant, Preschool, School Age",Weekdays,25,"2221 King Edward Street Winnipeg, MB ",Tyndall Park Playschool Cooperative Inc.
1042,1074,(204) 786-9898,WINNIPEG,Downtown,COLONY,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,128,"548 Furby place Winnipeg, MB ",University of Winnipeg Students' Association Inc.
1043,102105,(204) 962-3792,WINNIPEG,ST. BONIFACE,CENTRAL ST. BONIFACE,DIVISION SCHOLAIRE FRANCO-MANITOBAINE,Home,"Infant, Preschool, School Age",Weekdays,7,None,Family or Group Child  Care Home *
1044,1060,(204) 453-7607,WINNIPEG,Fort Garry,MAYBANK,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,44,"Room 24,25,26,27 20 Donnelly Street Winnipeg, MB",Universal Day Care Centre Inc.
1045,1061,(204) 953-2240,WINNIPEG,Fort Garry,MONTCALM,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,80,"100 - 99 Dalhousie Drive Winnipeg, MB ",Univillage Preschool and Infant Centre Inc.
1046,5661,(204) 669-5450,WINNIPEG,River East,ROSSMERE - A,RIVER EAST TRANSCONA SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,"1504 Rothesay Street Winnipeg, MB ",Valerie Craig
1047,3028,(204) 669-6932,WINNIPEG,River East,VALLEY GARDENS,RIVER EAST TRANSCONA SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,70,"218 Antrim Road Winnipeg, MB ",Valley Gardens N.A.S.P. Inc.
1048,102472,(204) 999-8733,WINNIPEG,River East,ROSSMERE - B,RIVER EAST TRANSCONA SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
1049,3029,(204) 256-3800,WINNIPEG,ST. VITAL,WORTHINGTON,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,37,"81 Beliveau Road Winnipeg, MB ",Victor Mager Lunch & After School Program Inc.
1050,1062,(204) 775-0946,WINNIPEG,Downtown,DANIEL MCINTYRE,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,46,"766 Victor Street Winnipeg, MB ",Victor Play Centre Inc.
1051,100494,(204) 957-5955,WINNIPEG,Downtown,CENTENNIAL,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"483 Bannatyne Avenue (Ave) Winnipeg, MB ",Victoria Albert Day Care Inc.
1052,3063,(204) 943-8576,WINNIPEG,Downtown,WEST ALEXANDER,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,20,"Room 2 & 123 110 Ellen Street Winnipeg, MB",Victoria Albert Day Care Inc.
1053,100824,(204) 338-3193,WINNIPEG,Seven Oaks,GARDEN CITY,SEVEN OAKS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,40,"395 Jefferson Avenue (Ave) Winnipeg, MB ",Kidi-Garden Day Nurseries Inc.
1054,1298,(204) 987-1590,WINNIPEG,ST. VITAL,MEADOWOOD,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,40,"515 - 525 Meadowood Drive Winnipeg, MB ",Village Child Care Inc
1055,1298,(204) 987-1590,WINNIPEG,ST. VITAL,MEADOWOOD,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,40,"515 - 525 Meadowood Drive Winnipeg, MB ",Village Child Care Inc
1056,3030,(204) 987-1595,WINNIPEG,ST. VITAL,RIVER PARK SOUTH,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,58,"1 - 730 River Road Winnipeg, MB ",Village Child Care Inc.
1057,100592,(204) 257-8109,WINNIPEG,ST. VITAL,MINNETONKA,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,20,"18 - 200 Minnetonka Road Winnipeg, MB ",Village Child Care Incorporated
1058,102376,(431) 999-0141,WINNIPEG,Seven Oaks,AMBER TRAILS,SEVEN OAKS SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
1059,3031,(204) 832-4707,WINNIPEG,ST. JAMES ASSINIBOINE,CRESTVIEW,ST.JAMES-ASSINIBOIA SCHOOL DIV,Centre,"Infant, Preschool, School Age","Weekdays, Evenings",75,"Room 5, 6, 12, 13, Gym 37  Voyageur Avenue (Ave) Winnipeg, MB",Voyageur In School Program Inc.
1060,100722,(204) 897-3053,WINNIPEG,Assiniboine South,SOUTHBOINE,PEMBINA TRAILS SCHOOL DIVISION,Home,"Infant, Preschool",Weekdays,5,None,Family or Group Child  Care Home *
1061,1020,(204) 269-7450,WINNIPEG,Fort Garry,WAVERLEY HEIGHTS,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,85,"1885 Chancellor Drive Winnipeg, MB ",Waverley Heights Child Care Inc.
1062,1020,(204) 269-7450,WINNIPEG,Fort Garry,WAVERLEY HEIGHTS,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,85,"1885 Chancellor Drive Winnipeg, MB ",Waverley Heights Child Care Inc.
1063,1270,(204) 958-6489,WINNIPEG,Transcona,CANTERBURY PARK,RIVER EAST TRANSCONA SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,8,"Murdoch McKay Collegiate 260 Redonda Street Winnipeg, MB",Wee Bairns Day Care Inc.
1064,101841,(204) 996-2947,WINNIPEG,Transcona,KILDARE - REDONDA,RIVER EAST TRANSCONA SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
1065,100046,(204) 995-4800,WINNIPEG,River East,EAST ELMWOOD,RIVER EAST TRANSCONA SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
1066,3032,(204) 895-0296,WINNIPEG,Assiniboine South,WESTDALE,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,60,"Including Room 1,5 ,6,10, 17 and Gym 50 Westgrove Way Winnipeg, MB",Westgrove Children's Centre Inc.
1067,3033,(204) 772-8476,WINNIPEG,Downtown,WOLSELEY,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,50,"745 Westminster Avenue (Ave) Winnipeg, MB ",Westminster Children's Care Centre Inc.
1068,3035,(204) 889-5152,WINNIPEG,ST. JAMES ASSINIBOINE,WESTWOOD,ST.JAMES-ASSINIBOIA SCHOOL DIV,Centre,"Infant, Preschool, School Age",Weekdays,70,"Room 1, 2, 3, 4, Gym 181 Sansome Avenue (Ave) Winnipeg, MB",Westwood Community Child Care Inc.
1069,3035,(204) 889-5152,WINNIPEG,ST. JAMES ASSINIBOINE,WESTWOOD,ST.JAMES-ASSINIBOIA SCHOOL DIV,Centre,"Infant, Preschool, School Age",Weekdays,70,"Room 1, 2, 3, 4, Gym 181 Sansome Avenue (Ave) Winnipeg, MB",Westwood Community Child Care Inc.
1070,9531,(204) 488-4534,WINNIPEG,Fort Garry,WHYTE RIDGE,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,95,"Rms:13, 15, 17, 51, 52 & Gym 400 Scurfield Boulevard (Blvd) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1071,1063,(204) 786-1418,WINNIPEG,Downtown,ST. MATTHEWS,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,54,"811 St. Paul Avenue (Ave) Winnipeg, MB ",Wild Honey Children's Centre Inc.
1072,100250,(204) 775-8754,WINNIPEG,Downtown,DANIEL MCINTYRE,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,40,"Second Floor C - 801 Sargent Avenue (Ave) Winnipeg, MB",Wild Strawberry Children's Centre Inc.
1073,9112,(204) 779-6272,WINNIPEG,Downtown,DANIEL MCINTYRE,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,26,"Main Floor D - 801 Sargent Avenue (Ave) Winnipeg, MB",Wild Strawberry Children's Centre Inc.
1074,1147,(204) 783-1397,WINNIPEG,Downtown,DANIEL MCINTYRE,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"659 Alverstone Street Winnipeg, MB ",Wild Strawberry Children's Centre Inc.
1075,1147,(204) 783-1397,WINNIPEG,Downtown,DANIEL MCINTYRE,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"659 Alverstone Street Winnipeg, MB ",Wild Strawberry Children's Centre Inc.
1076,102318,(204) 774-0855,WINNIPEG,Downtown,WOLSELEY,WINNIPEG SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
1077,102318,(204) 774-0855,WINNIPEG,Downtown,WOLSELEY,WINNIPEG SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,8,None,Family or Group Child  Care Home *
1078,3053,(204) 237-7116,WINNIPEG,ST. VITAL,ELM PARK,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,45,"99 Springside  Drive Winnipeg, MB ",Windsor Cares For Kids Incorporated
1079,3036,(204) 257-6066,WINNIPEG,ST. BONIFACE,WINDSOR PARK,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,101,"Rms 9,11,12,13,23,24 & Gym Prdrgast Ctr 906 Cottonwood Road Winnipeg, MB",Windsor Park Children's Care Center Inc.
1080,3036,(204) 257-6066,WINNIPEG,ST. BONIFACE,WINDSOR PARK,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,101,"Rms 9,11,12,13,23,24 & Gym Prdrgast Ctr 906 Cottonwood Road Winnipeg, MB",Windsor Park Children's Care Center Inc.
1081,101756,(204) 253-1369,WINNIPEG,ST. BONIFACE,WINDSOR PARK,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,16,"2 - 282 St.Anne's  Road Winnipeg, MB ",Windsor Park Children's Centre
1082,101756,(204) 253-1369,WINNIPEG,ST. BONIFACE,WINDSOR PARK,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,16,"2 - 282 St.Anne's  Road Winnipeg, MB ",Windsor Park Children's Centre
1083,101167,(204) 896-1887,WINNIPEG,ST. JAMES ASSINIBOINE,WESTWOOD,ST.JAMES-ASSINIBOIA SCHOOL DIV,Centre,"Infant, Preschool, School Age",Weekdays,32,"Rooms 9, 10, 11 & Gym 250 Bedson Street Winnipeg, MB",Crestview Park Day Nursery Inc.
1084,101167,(204) 896-1887,WINNIPEG,ST. JAMES ASSINIBOINE,WESTWOOD,ST.JAMES-ASSINIBOIA SCHOOL DIV,Centre,"Infant, Preschool, School Age",Weekdays,32,"Rooms 9, 10, 11 & Gym 250 Bedson Street Winnipeg, MB",Crestview Park Day Nursery Inc.
1085,101605,(204) 833-2500 Ext. 2491,WINNIPEG,ST. JAMES ASSINIBOINE,JAMESWOOD,ST.JAMES-ASSINIBOIA SCHOOL DIV,Centre,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",17,"630  Wihuri  Road Winnipeg, MB ",CFB Winnipeg Family Support Centre Inc./Centre De Soutien Des Familles CFB Winnipeg
1086,101605,(204) 833-2500 Ext. 2491,WINNIPEG,ST. JAMES ASSINIBOINE,JAMESWOOD,ST.JAMES-ASSINIBOIA SCHOOL DIV,Centre,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",17,"630  Wihuri  Road Winnipeg, MB ",CFB Winnipeg Family Support Centre Inc./Centre De Soutien Des Familles CFB Winnipeg
1087,2024,(204) 452-3315,WINNIPEG,Fort Garry,BUFFALO,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,45,"1525 Willson Place Winnipeg, MB ",Winnipeg Montessori School Inc.
1088,2024,(204) 452-3315,WINNIPEG,Fort Garry,BUFFALO,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,45,"1525 Willson Place Winnipeg, MB ",Winnipeg Montessori School Inc.
1089,100141,(204) 560-3151,WINNIPEG,Downtown,WEST BROADWAY,WINNIPEG SCHOOL DIVISION,Centre/Nursery,"Infant, School Age",Weekdays,18,"second Floor 205 - 222  Furby  Street Winnipeg, MB",Wolseley Family Place Inc.
1090,100141,(204) 560-3151,WINNIPEG,Downtown,WEST BROADWAY,WINNIPEG SCHOOL DIVISION,Centre/Nursery,"Infant, School Age",Weekdays,18,"second Floor 205 - 222  Furby  Street Winnipeg, MB",Wolseley Family Place Inc.
1091,100141,(204) 788-8055,WINNIPEG,Downtown,WEST BROADWAY,WINNIPEG SCHOOL DIVISION,Centre/Nursery,"Infant, School Age",Weekdays,18,"Lower Level 691 Wolseley Avenue (Ave) Winnipeg, MB",Wolseley Family Place Inc.
1092,101693,(431) 999-1100,WINNIPEG,River East,RIVER EAST,RIVER EAST TRANSCONA SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Rooms 27, 28,30 and gym 367 Hawthorne Avenue (Ave) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1093,101870,(204) 256-4270,WINNIPEG,ST. VITAL,ST. VITAL PERIMETER SOUTH,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,59,"Room 1,19,20,GYM and Multi-Purpose Room 316 Ashworth Street Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1094,102118,(204) 257-1208,WINNIPEG,ST. VITAL,ST. VITAL CENTRE,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,75,"Rms 2,5,6,7,13, 23, gym, and MPR 400 Willowlake Crescent Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1095,102147,(204) 831-2977,WINNIPEG,ST. JAMES ASSINIBOINE,WESTWOOD,ST.JAMES-ASSINIBOIA SCHOOL DIV,Centre,"Infant, Preschool, School Age",Weekdays,55,"Rms 20, 22, 23, 24 and gym 130 Browning Boulevard (Blvd) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1096,102147,(204) 831-2977,WINNIPEG,ST. JAMES ASSINIBOINE,WESTWOOD,ST.JAMES-ASSINIBOIA SCHOOL DIV,Centre,"Infant, Preschool, School Age",Weekdays,55,"Rms 20, 22, 23, 24 and gym 130 Browning Boulevard (Blvd) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1097,102119,(204) 255-8846,WINNIPEG,ST. BONIFACE,ISLAND LAKES,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,45,"Gym 445 Island Shore Boulevard (Blvd) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1098,102119,(204) 255-8846,WINNIPEG,ST. BONIFACE,ISLAND LAKES,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,45,"Gym 445 Island Shore Boulevard (Blvd) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1099,102146,(204) 228-5963,WINNIPEG,Point Douglas,BURROWS CENTRAL,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,50,"Gym and Room 2 820 McPhillips Street Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1100,102148,(204) 284-2683,WINNIPEG,River Heights,RIVERVIEW,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,45,"Multi-purpose room 253 Maplewood  Avenue (Ave) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1101,102171,(204) 257-1872,WINNIPEG,ST. BONIFACE,SOUTHDALE,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,70,"Room 8,9 and MPR 831 Beaverhill  Boulevard (Blvd) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1102,102171,(204) 257-1872,WINNIPEG,ST. BONIFACE,SOUTHDALE,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,70,"Room 8,9 and MPR 831 Beaverhill  Boulevard (Blvd) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1103,101939,(204) 255-5116,WINNIPEG,ST. VITAL,ST. VITAL CENTRE,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Room 4 and 5 175 Darwin Street Winnipeg, MB",The Young Men's and Young Women's Christian Association Of Winnipeg Inc.
1104,101939,(204) 255-5116,WINNIPEG,ST. VITAL,ST. VITAL CENTRE,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Room 4 and 5 175 Darwin Street Winnipeg, MB",The Young Men's and Young Women's Christian Association Of Winnipeg Inc.
1105,102541,(204) 228-2770,WINNIPEG,Fort Garry,LINDENWOODS,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Rooms:4, 7, gym 335 Lindenwood Drive E Winnipeg, MB",YMCA-YWCA of Winnipeg Inc.
1106,1052,(204) 235-5004,WINNIPEG,ST. VITAL,ELM PARK,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age","Weekdays, Evenings",80,"Mainfloor,Gym,MPR2,ActivityCtr,RMA,B,C,D 5 Fermor Avenue (Ave) Winnipeg, MB",The Young Men's and Young Women's Christian Association Of Winnipeg Inc.
1107,1052,(204) 235-5004,WINNIPEG,ST. VITAL,ELM PARK,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age","Weekdays, Evenings",80,"Mainfloor,Gym,MPR2,ActivityCtr,RMA,B,C,D 5 Fermor Avenue (Ave) Winnipeg, MB",The Young Men's and Young Women's Christian Association Of Winnipeg Inc.
1108,101755,(431) 999-1600,WINNIPEG,Inkster,TYNDALL PARK,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Multi purpose room and Gym 2221 King Edward Street Winnipeg, MB",YMCA-YWCA of Winnipeg Tyndall Park Before & After
1109,101755,(431) 999-1600,WINNIPEG,Inkster,TYNDALL PARK,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Multi purpose room and Gym 2221 King Edward Street Winnipeg, MB",YMCA-YWCA of Winnipeg Tyndall Park Before & After
1110,102323,(204) 293-0198,WINNIPEG,Downtown,WOLSELEY,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,45,"Rm 11,18,19 and Gym 511 Clifton Street Winnipeg, MB",YMCA-YWCA of Winnipeg
1111,102323,(204) 293-0198,WINNIPEG,Downtown,WOLSELEY,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,45,"Rm 11,18,19 and Gym 511 Clifton Street Winnipeg, MB",YMCA-YWCA of Winnipeg
1112,101821,(204) 296-6878,WINNIPEG,ST. VITAL,ST. VITAL PERIMETER SOUTH,LOUIS RIEL SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,40,"Gym 192 Burland Avenue (Ave) Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1113,102358,(204) 338-4020,WINNIPEG,Seven Oaks,WEST ST. PAUL,SEVEN OAKS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Room 41, Gym and Red River Hall 3740  Main Street Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1114,102358,(204) 338-4020,WINNIPEG,Seven Oaks,WEST ST. PAUL,SEVEN OAKS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Room 41, Gym and Red River Hall 3740  Main Street Winnipeg, MB",The Young Men's and Young Women's Christian Association of Winnipeg Inc.
1115,100811,(204) 772-6443,WINNIPEG,Downtown,WOLSELEY,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Gym, library,Rm 308,309 960 Wolseley avenue (av) Winnipeg, MB",YMCA/YWCA Laura Secord School School Age Program
1116,100811,(204) 772-6443,WINNIPEG,Downtown,WOLSELEY,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,30,"Gym, library,Rm 308,309 960 Wolseley avenue (av) Winnipeg, MB",YMCA/YWCA Laura Secord School School Age Program
1117,9238,(204) 783-8914,WINNIPEG,Downtown,MINTO,WINNIPEG SCHOOL DIVISION,Centre,"Infant, Preschool, School Age",Weekdays,31,"100 - 500 Balmoral Street Winnipeg, MB ",Yours and Ours Day Care Inc.
1118,9213,(204) 233-0599,WINNIPEG,ST. BONIFACE,CENTRAL ST. BONIFACE,DIVISION SCHOLAIRE FRANCO-MANITOBAINE,Home,"Infant, Preschool, School Age",Weekdays,6,None,Family or Group Child  Care Home *
1119,100743,(204) 475-4324,WINNIPEG,River Heights,SIR JOHN FRANKLIN,WINNIPEG SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,12,None,Zeljka Curcic and Darko Curcic
1120,100743,(204) 475-4324,WINNIPEG,River Heights,SIR JOHN FRANKLIN,WINNIPEG SCHOOL DIVISION,Home,"Infant, Preschool, School Age",Weekdays,12,None,Zeljka Curcic and Darko Curcic
1121,101139,(204) 942-1904,WINNIPEG,Point Douglas,WILLIAM WHYTE,WINNIPEG SCHOOL DIVISION,Home,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",7,"70 Hallet Avenue (Ave) Winnipeg, MB ",Angela Peterson
1122,101270,(204) 487-7879,WINNIPEG,Fort Garry,CHEVRIER,PEMBINA TRAILS SCHOOL DIVISION,Centre,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",169,"1461 Chevrier boulevard (boul) Winnipeg, MB ",Gramma Marie's Children's Centre
1123,100578,(204) 509-6881,WINNIPEG,ST. BONIFACE,WINDSOR PARK,LOUIS RIEL SCHOOL DIVISION,Home,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",8,None,Family or Group Child  Care Home *
1124,1043,(204) 889-2689,WINNIPEG,ST. JAMES ASSINIBOINE,KING EDWARD,ST.JAMES-ASSINIBOIA SCHOOL DIV,Centre/Nursery,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",222,"gym Rm1-12 - 367 Hampton Street Winnipeg, MB",Discovery Children's Centre Inc.
1125,9193,(204) 786-1136,WINNIPEG,Downtown,ST. MATTHEWS,WINNIPEG SCHOOL DIVISION,Home,"Infant, Preschool, School Age","Weekdays, Evenings, Weekends",8,"739 Home Street Winnipeg, MB ",Nympha Molen-Rivard and Richard Rivard
